t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error,lambda_k
1,0,7.268615,1.453474,1.453474,0,0,63.611138,1,4180484.4533,851793.8162,4725999.5908,4180483.8852,851790.4574,4726000.1391,7.3818,1.000000
2,0,14.845375,3.571642,2.512558,0,0,73.205792,1,4180479.1831,851793.4883,4725996.4230,4180483.1551,851790.3086,4726000.8072,14.6604,1.000000
3,0,27.374792,8.533769,4.519628,0,1,75.173785,1,4180483.2412,851791.3018,4726004.3355,4180482.4250,851790.1598,4726001.4754,18.8815,1.000000
4,0,19.611837,3.261495,4.205095,0,0,93.429546,1,4180481.7918,851787.1066,4725996.1011,4180481.6948,851790.0111,4726002.1435,15.5844,1.706383
5,0,20.578686,3.786111,4.121298,0,0,76.639098,1,4180480.1848,851789.0251,4726004.1402,4180480.9647,851789.8623,4726002.8117,12.2351,1.000000
6,0,4.647451,0.367892,3.495730,0,0,66.043577,1,4180480.3863,851787.3463,4726006.4916,4180480.2346,851789.7135,4726003.4798,6.3635,1.000000
7,0,14.504421,3.393995,3.481197,0,0,58.484029,1,4180476.8061,851788.7659,4726003.7391,4180479.5045,851789.5648,4726004.1480,10.6889,1.000000
8,0,12.842012,4.460205,3.603573,0,0,52.700059,1,4180479.5467,851790.5669,4726005.7067,4180478.7744,851789.4160,4726004.8161,9.6933,1.000000
9,0,6.847784,1.247278,3.341762,0,0,48.073660,1,4180477.0099,851791.0403,4726007.3106,4180478.0442,851789.2672,4726005.4843,6.8744,1.000000
10,0,11.913365,1.758856,3.183472,0,0,44.259010,1,4180475.7006,851789.5119,4726011.1695,4180477.3141,851789.1185,4726006.1525,13.3700,1.000000
11,0,8.515005,0.656211,3.103745,0,0,41.043636,1,4180474.7559,851789.8769,4726014.5629,4180476.5840,851788.9697,4726006.8206,14.2249,1.000000
12,0,9.787320,2.956330,3.042214,0,0,38.287647,1,4180472.3968,851791.9385,4726016.4245,4180475.8539,851788.8209,4726007.4888,15.4151,1.000000
13,0,23.467802,6.085252,2.797362,0,0,35.893972,1,4180471.4763,851790.0124,4726012.9604,4180475.1237,851788.6722,4726008.1569,13.4894,1.000000
14,0,17.186067,9.117759,3.382989,0,0,33.792462,1,4180472.5061,851786.5085,4726014.8989,4180474.3936,851788.5234,4726008.8251,16.5568,1.000000
15,0,12.012046,1.424136,3.146791,0,0,31.930772,1,4180472.3210,851785.8202,4726013.6799,4180473.6635,851788.3746,4726009.4932,6.1827,1.000000
16,0,4.790251,0.269723,3.136974,0,0,30.268835,1,4180471.4583,851785.7292,4726015.4693,4180472.9334,851788.2259,4726010.1614,9.1624,1.000000
17,0,9.649367,2.646926,3.062268,0,0,28.775323,1,4180470.1419,851786.9889,4726017.2431,4180472.2032,851788.0771,4726010.8295,12.0391,1.000000
18,0,12.980535,1.911121,2.807359,0,0,27.425319,1,4180469.4992,851787.5388,4726016.1626,4180471.4731,851787.9283,4726011.4977,6.3512,1.000000
19,0,14.980563,2.277358,2.910367,0,0,26.198705,1,4180469.1334,851787.8762,4726019.4848,4180470.7430,851787.7796,4726012.1658,19.5616,1.000000
