t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error
1,0,25.077193,8.250172,8.250172,0,1,63.640557,1,4180479.1928,851790.2213,4725995.8216,4180483.8852,851790.4574,4726000.1391,25.3190
2,0,23.772076,7.079405,7.664789,0,1,73.262077,1,4180483.1256,851790.7350,4726000.0751,4180483.1551,851790.3086,4726000.8072,14.6728
3,0,4.271577,0.386472,5.238683,0,1,75.251973,1,4180481.4693,851791.5660,4725999.9405,4180482.4250,851790.1598,4726001.4754,4.3003
4,0,11.276962,1.115540,4.207897,0,0,71.458623,1,4180479.4999,851791.3271,4725996.0440,4180481.6948,851790.0111,4726002.1435,13.1229
5,0,8.224357,0.560703,3.478458,0,0,65.644287,1,4180478.8934,851792.3642,4725998.4823,4180480.9647,851789.8623,4726002.8117,3.9506
6,0,9.681079,1.990610,3.230484,0,0,59.749003,1,4180478.1304,851796.0624,4726000.4925,4180480.2346,851789.7135,4726003.4798,11.1531
7,0,7.080329,1.373726,2.965232,0,0,54.435752,1,4180477.0454,851794.5584,4726000.1931,4180479.5045,851789.5648,4726004.1480,6.0480
8,0,25.757568,6.313487,3.383764,0,0,49.837005,1,4180476.4261,851792.5497,4726008.0695,4180478.7744,851789.4160,4726004.8161,20.4192
9,0,4.620312,0.461768,3.059098,0,0,45.907336,1,4180476.4352,851791.9007,4726010.1865,4180478.0442,851789.2672,4726005.4843,6.7998
10,0,16.961097,5.737720,3.326960,0,0,42.555987,1,4180479.2356,851790.7763,4726008.4674,4180477.3141,851789.1185,4726006.1525,11.9109
11,0,14.843156,5.943368,3.096280,0,0,39.691521,1,4180481.8046,851788.1541,4726007.9226,4180476.5840,851788.9697,4726006.8206,14.8271
12,0,16.754833,6.134148,3.001754,0,0,37.234593,1,4180481.2153,851791.0345,4726006.2663,4180475.8539,851788.8209,4726007.4888,15.2225
13,0,18.728344,10.853499,4.048457,0,0,35.119808,1,4180476.6986,851791.2524,4726006.0200,4180475.1237,851788.6722,4726008.1569,13.6200
14,0,5.885491,0.633286,4.000231,0,0,33.294196,1,4180475.3325,851791.1541,4726007.5060,4180474.3936,851788.5234,4726008.8251,3.7518
15,0,15.083837,2.489292,4.193090,0,0,31.714948,1,4180474.8466,851790.0239,4726010.9679,4180473.6635,851788.3746,4726009.4932,13.1528
16,0,8.869596,1.645866,4.158616,0,0,30.347273,1,4180475.6408,851789.5662,4726010.6581,4180472.9334,851788.2259,4726010.1614,8.7791
17,0,11.073359,1.075453,4.128789,0,0,29.162617,1,4180475.3595,851789.6302,4726009.4284,4180472.2032,851788.0771,4726010.8295,11.2869
18,0,6.872956,1.561217,3.653562,0,0,28.137250,1,4180473.7654,851790.2496,4726010.1299,4180471.4731,851787.9283,4726011.4977,5.8086
19,0,4.487704,0.642194,3.671604,0,0,27.251173,1,4180472.4113,851789.9173,4726010.9340,4180470.7430,851787.7796,4726012.1658,1.9858
20,0,22.260664,7.829180,3.880750,0,0,26.487297,1,4180471.4515,851787.5016,4726014.6308,4180470.0129,851787.6308,4726012.8340,19.9797
21,0,8.830569,1.095715,3.395985,0,0,25.830822,1,4180470.7090,851786.3961,4726016.7243,4180469.2828,851787.4820,4726013.5021,10.7776
22,0,7.125611,0.490233,2.831594,0,0,25.268773,1,4180470.0662,851786.2713,4726018.7451,4180468.5526,851787.3333,4726014.1703,10.5937
23,0,15.167578,4.764874,2.222731,0,0,24.789667,1,4180471.2408,851786.6636,4726021.4098,4180467.8225,851787.1845,4726014.8384,19.6650
24,0,14.857255,3.680201,2.527423,0,0,24.383269,1,4180472.0930,851785.5439,4726020.7336,4180467.0924,851787.0357,4726015.5066,13.0297
25,0,10.803138,2.241224,2.502616,0,0,24.040413,1,4180471.4736,851783.9088,4726020.5494,4180466.3623,851786.8870,4726016.1747,9.7539
26,0,8.679767,2.512048,2.589234,0,0,23.752877,1,4180471.2875,851784.9795,4726021.6414,4180465.6321,851786.7382,4726016.8429,10.1281
27,0,20.705736,14.492120,3.930901,1,0,23.513285,1,4180468.0996,851787.1433,4726022.6411,4180464.9020,851786.5895,4726017.5110,16.0721
28,0,22.649631,4.599898,4.234769,0,0,23.315038,1,4180467.5670,851787.3879,4726020.4538,4180464.1719,851786.4407,4726018.1792,17.7586
29,0,21.177775,8.068443,4.977394,0,1,23.152247,1,4180465.0023,851786.0303,4726023.4936,4180463.4418,851786.2919,4726018.8473,21.3633
30,0,9.352669,1.584891,4.352965,0,0,23.019684,1,4180463.1646,851785.6745,4726023.3716,4180462.7116,851786.1432,4726019.5155,5.0220
31,0,4.199481,0.552968,4.298690,0,0,22.912730,1,4180462.7184,851786.0174,4726024.0095,4180461.9815,851785.9944,4726020.1836,4.6463
32,0,17.317166,10.020658,5.251733,0,1,22.827326,1,4180460.5959,851783.0132,4726024.5057,4180461.2514,851785.8456,4726020.8518,16.9962
33,0,10.684030,3.287952,5.104040,0,1,22.759925,1,4180460.0117,851784.2588,4726024.6477,4180460.5213,851785.6969,4726021.5199,6.3812
34,0,19.227257,3.723929,5.108413,0,1,22.707448,1,4180458.6370,851784.6447,4726022.8920,4180459.7911,851785.5481,4726022.1881,15.9732
35,0,6.010719,1.093502,4.993641,0,1,22.667235,1,4180456.9545,851783.7022,4726023.7595,4180459.0610,851785.3993,4726022.8563,7.7923
36,0,17.619728,7.700662,5.512502,0,1,22.637007,1,4180458.2297,851784.4483,4726025.7492,4180458.3309,851785.2506,4726023.5244,15.9464
37,0,7.228344,0.633741,4.126664,0,0,22.614819,1,4180457.6519,851784.6765,4726025.5435,4180457.6008,851785.1018,4726024.1926,4.8542
38,0,17.815325,6.299485,4.296623,0,0,22.599026,1,4180456.5962,851782.4125,4726024.4058,4180456.8706,851784.9530,4726024.8607,17.1520
