counter,h_z,h_D,h_V
hpmcounter10,3.9892907132149555,31.470396806740762,0.4356838522138502
hpmcounter3,1.7887618183614822,29.968533885855866,0.0025469452773994204
hpmcounter4,1.4903434351269105,195.0361430125314,0.0002354969164873407
hpmcounter5,3.1222486108887617,20.57245637314063,0.02577761518775859
hpmcounter6,3.991210908825759,39.373853355927416,0.5063002212468495
hpmcounter7,3.985487595625317,18.496258706627415,0.6312266763345995
hpmcounter8,3.9854994012723757,34.57093778579466,0.43242285561764615
hpmcounter9,3.9771933457190993,22.136248311851624,0.5112318823215146
