iter,mcycle,minstret,pc,hpmcounter3,hpmcounter4,hpmcounter5,hpmcounter6,hpmcounter7,hpmcounter8,hpmcounter9,hpmcounter10
0,0x11d9e4,0x9d86c,0x80008be8,0x26,0x0,0x681c,0x506fe,0x0,0x25df4,0x21e7,0x13c1
1,0x13525e,0xb4a0b,0x80008be8,0x2362,0xb,0x74c8,0x50706,0x0,0x31392,0x21ee,0x1588
2,0x14ca43,0xcbbd6,0x80008be8,0x4699,0x16,0x8193,0x5070e,0x0,0x3c93d,0x21f1,0x174f
3,0x1641e1,0xe2d7f,0x80008be8,0x69ce,0x21,0x8e59,0x50716,0x0,0x47ecb,0x21f4,0x1916
4,0x17b995,0xf9f12,0x80008be8,0x8d09,0x2c,0x9afe,0x5071c,0x0,0x53464,0x21f7,0x1add
5,0x193138,0x1110da,0x80008be8,0xb03f,0x37,0xa7c4,0x50722,0x0,0x5ea11,0x21fa,0x1ca4
6,0x1aa901,0x1282d3,0x80008be8,0xd371,0x42,0xb479,0x50728,0x0,0x6a000,0x21fd,0x1e6b
7,0x1c203b,0x13f487,0x80008be8,0xf6a9,0x4d,0xc13c,0x5072e,0x0,0x7559c,0x2200,0x2032
8,0x1d9797,0x15661d,0x80008be8,0x119dd,0x58,0xcde0,0x50734,0x0,0x80b39,0x2203,0x21f9
9,0x1f0ebc,0x16d7b0,0x80008be8,0x13d14,0x63,0xda9d,0x5073a,0x0,0x8c0ba,0x2206,0x23c0
10,0x208617,0x184969,0x80008be8,0x16048,0x6e,0xe752,0x50740,0x0,0x97669,0x2209,0x2587
11,0x21fd28,0x19baf4,0x80008be8,0x18384,0x79,0xf3f3,0x50748,0x0,0xa2bfc,0x220c,0x274f
12,0x2374a3,0x1b2cec,0x80008be8,0x1a6c0,0x84,0x100a5,0x50750,0x0,0xae1eb,0x220f,0x2917
13,0x24eb72,0x1c9e47,0x80008be8,0x1c9fa,0x8f,0x10d43,0x50758,0x0,0xb9751,0x2212,0x2adf
14,0x26633f,0x1e1099,0x80008be8,0x1ed35,0x9a,0x11a13,0x5075e,0x0,0xc4d7c,0x2215,0x2ca7
15,0x27dad3,0x1f8202,0x80008be8,0x2106f,0xa5,0x126b6,0x50764,0x0,0xd02eb,0x2218,0x2e6f
