HPM3 configured with mask 0
x4001
HPM4 configured with mask 0x8001
HPM5 configured with mask 0x2001
HPM6 configured with mask 0x2000
HPM7 configured with mask 0x10000
HPM8 configured with mask 0x0801
HPM9 configured with mask 0x8000
HPM10 configured with mask 0x0101
Start
Stop
DIAG_START
DIAG:1,0,13.946923,1.977321,1.977321,0,0,63.640557,1,4180484.6164,851792.3960,4725997.2451,4180483.8852,851790.4574,4726000.1391,14.6480
DIAG:2,0,9.735797,1.783082,1.880202,0,0,73.262077,1,4180482.6879,851789.6140,4725994.3205,4180483.1551,851790.3086,4726000.8072,11.5716
DIAG:3,0,7.248823,0.655181,1.471861,0,0,75.251973,1,4180479.8435,851788.1743,4725994.8005,4180482.4250,851790.1598,4726001.4754,5.7089
DIAG:4,0,5.877736,0.742816,1.289600,0,0,71.458623,1,4180477.7164,851789.6957,4725994.8743,4180481.6948,851790.0111,4726002.1435,7.4149
DIAG:5,0,13.633310,4.615208,1.954721,0,0,65.644287,1,4180470.9157,851792.3707,4725995.9244,4180480.9647,851789.8623,4726002.8117,17.5057
DIAG:6,0,13.477555,2.914533,2.114690,0,0,59.749003,1,4180471.5538,851792.0699,4725999.2155,4180480.2346,851789.7135,4726003.4798,4.5720
DIAG:7,0,14.213714,4.911034,2.514168,0,0,54.435752,1,4180473.3197,851789.6633,4726001.6607,4180479.5045,851789.5648,4726004.1480,4.6898
DIAG:8,0,12.386788,2.317812,2.489623,0,0,49.837005,1,4180471.5767,851791.9606,4725999.1089,4180478.7744,851789.4160,4726004.8161,16.4725
DIAG:9,0,11.279907,2.252911,2.463322,0,0,45.907336,1,4180472.2946,851791.2586,4726001.6665,4180478.0442,851789.2672,4726005.4843,2.4226
DIAG:10,0,32.682828,8.998834,3.116873,0,0,42.555987,1,4180472.5925,851791.3871,4725993.4794,4180477.3141,851789.1185,4726006.1525,36.4480
DIAG:11,0,9.904907,1.483822,3.067523,0,0,39.691521,1,4180472.6701,851790.3579,4725994.9944,4180476.5840,851788.9697,4726006.8206,5.9349
DIAG:12,0,16.891062,6.338882,3.523103,0,0,37.234593,1,4180474.7276,851788.4447,4725997.1718,4180475.8539,851788.8209,4726007.4888,9.1765
DIAG:13,0,11.952496,3.554660,3.813051,0,0,35.119808,1,4180471.7383,851788.4657,4725995.6476,4180475.1237,851788.6722,4726008.1569,20.6824
DIAG:14,0,22.910547,8.142523,4.553022,0,1,33.294196,1,4180469.7360,851790.9498,4725999.4385,4180474.3936,851788.5234,4726008.8251,15.2079
DIAG:15,0,7.627251,1.044391,4.195940,0,0,31.714948,1,4180469.7583,851790.4454,4725998.3973,4180473.6635,851788.3746,4726009.4932,15.8598
DIAG:16,0,11.179781,1.158321,4.020319,0,0,30.347273,1,4180468.5042,851790.2740,4725996.3518,4180472.9334,851788.2259,4726010.1614,23.5236
DIAG:17,0,19.313677,7.146849,4.243901,0,0,29.162617,1,4180468.7556,851787.7883,4725998.8605,4180472.2032,851788.0771,4726010.8295,9.4638
DIAG:18,0,23.382572,6.691142,4.681233,0,1,28.137250,1,4180467.4218,851789.2899,4726002.7020,4180471.4731,851787.9283,4726011.4977,13.7077
DIAG:19,0,11.689040,4.551529,4.911095,0,1,27.251173,1,4180466.7819,851786.8535,4726003.0309,4180470.7430,851787.7796,4726012.1658,14.2075
