iter,mcycle,minstret,pc,hpmcounter3,hpmcounter4,hpmcounter5,hpmcounter6,hpmcounter7,hpmcounter8,hpmcounter9,hpmcounter10
0,0x11da1b,0x9d880,0x80008be8,0x26,0x0,0x681c,0x506f3,0x0,0x25e00,0x21e8,0x13c2
1,0x1352c8,0xb4a64,0x80008be8,0x235f,0xb,0x74d0,0x506fb,0x0,0x313db,0x21ef,0x1589
2,0x14cf40,0xcb275,0x80008be8,0x555d,0x20,0x8200,0x50703,0x0,0x3d2a3,0x21f2,0x1767
3,0x164db8,0xe1c56,0x80008be8,0x8776,0x35,0x8f41,0x5070b,0x0,0x49278,0x21f5,0x1949
4,0x17cef6,0xf892a,0x80008be8,0xb9ab,0x4a,0x9cc2,0x50711,0x0,0x5544e,0x21f8,0x1b2f
5,0x195243,0x10f80a,0x80008be8,0xebfb,0x5f,0xaa6d,0x50717,0x0,0x61754,0x21fb,0x1d19
6,0x1aca15,0x1269d7,0x80008be8,0x10f34,0x6a,0xb72b,0x5071d,0x0,0x6cd0e,0x21fe,0x1ee0
7,0x1c41cd,0x13db33,0x80008be8,0x1326e,0x75,0xc3d1,0x50723,0x0,0x7826f,0x2201,0x20a7
8,0x1dba42,0x154d34,0x80008be8,0x155a4,0x80,0xd0a0,0x50729,0x0,0x8384c,0x2204,0x226e
9,0x1f3243,0x16bf10,0x80008be8,0x178d8,0x8b,0xdd67,0x5072f,0x0,0x8ee0c,0x2207,0x2435
10,0x20a9e4,0x1830a9,0x80008be8,0x19c0e,0x96,0xea0d,0x50735,0x0,0x9a3aa,0x220a,0x25fc
11,0x222169,0x19a261,0x80008be8,0x1bf4a,0xa1,0xf6bf,0x5073d,0x0,0xa5959,0x220d,0x27c4
12,0x2398c8,0x1b13e9,0x80008be8,0x1e288,0xac,0x10385,0x50745,0x0,0xb0ec4,0x2210,0x298c
13,0x251033,0x1c8593,0x80008be8,0x205c4,0xb7,0x11031,0x5074d,0x0,0xbc46b,0x2213,0x2b54
14,0x26879c,0x1df6fd,0x80008be8,0x22901,0xc2,0x11cd7,0x50753,0x0,0xc79d8,0x2216,0x2d1c
15,0x27ff68,0x1f68a0,0x80008be8,0x24c3d,0xcd,0x129a5,0x50759,0x0,0xd2f56,0x2219,0x2ee4
16,0x297745,0x20daae,0x80008be8,0x26f7d,0xd8,0x1368b,0x5075f,0x0,0xde527,0x221c,0x30ac
17,0x2aeea2,0x224c4f,0x80008be8,0x292bc,0xe3,0x14354,0x50765,0x0,0xe9aa8,0x221f,0x3274
18,0x2c663b,0x23bd67,0x80008be8,0x2b5fa,0xee,0x14fed,0x5076b,0x0,0xf4fd0,0x2222,0x343c
19,0x2ddd37,0x252e81,0x80008be8,0x2d937,0xf9,0x15c7d,0x50771,0x0,0x100503,0x2225,0x3604
20,0x2f5493,0x269fb2,0x80008be8,0x2fc79,0x104,0x16928,0x50777,0x0,0x10ba32,0x2228,0x37cc
21,0x30cc8e,0x281197,0x80008be8,0x31fb3,0x10f,0x175f4,0x5077f,0x0,0x116ff4,0x222b,0x3994
22,0x3243ca,0x298302,0x80008be8,0x342f4,0x11a,0x18288,0x50787,0x0,0x122574,0x222e,0x3b5c
23,0x33bba8,0x2af4dc,0x80008be8,0x36632,0x125,0x18f64,0x5078f,0x0,0x12db1b,0x2231,0x3d24
24,0x353406,0x2c6743,0x80008be8,0x3896e,0x130,0x19c4e,0x50795,0x0,0x139141,0x2234,0x3eec
25,0x36aab2,0x2dd852,0x80008be8,0x3aca8,0x13b,0x1a8e1,0x5079b,0x0,0x144666,0x2237,0x40b4
