t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error
69,0,13.709664,0.000000,0.000000,0,0,22.580460,1,4180434.7322,851781.6776,4726044.3369,4180434.2367,851780.3413,4726045.5733,13.4560
70,0,9.601496,0.000000,0.000000,0,0,22.580045,1,4180435.0452,851781.4420,4726043.6655,4180433.5066,851780.1925,4726046.2414,11.1974
71,0,15.831544,0.000000,0.000000,0,0,22.579679,1,4180434.8080,851781.4247,4726046.0898,4180432.7764,851780.0437,4726046.9096,13.3479
72,0,15.392117,0.000000,0.000000,0,0,22.579361,1,4180434.6070,851781.4081,4726044.5588,4180432.0463,851779.8950,4726047.5777,16.8304
73,0,13.703308,0.000000,0.000000,0,0,22.579087,1,4180435.1860,851782.3893,4726046.3705,4180431.3162,851779.7462,4726048.2459,13.6278
74,0,7.609529,0.000000,0.000000,0,0,22.578854,1,4180434.5082,851783.0082,4726045.9537,4180430.5861,851779.5974,4726048.9140,10.8453
75,0,7.689922,0.000000,0.000000,0,0,22.578659,1,4180434.0093,851782.4534,4726045.4489,4180429.8559,851779.4487,4726049.5822,10.6198
76,0,21.727557,0.000000,0.000000,0,0,22.578498,1,4180433.1543,851782.2192,4726048.6132,4180429.1258,851779.2999,4726050.2503,17.2308
77,0,21.009878,0.000000,0.000000,0,0,22.578366,1,4180432.8047,851780.2068,4726046.7868,4180428.3957,851779.1511,4726050.9185,21.7180
78,0,7.393109,0.000000,0.000000,0,0,22.578261,1,4180431.4647,851779.6315,4726046.4984,4180427.6655,851779.0024,4726051.5866,9.4291
79,0,12.960689,0.000000,0.000000,0,0,22.578178,1,4180428.9091,851779.1165,4726046.0042,4180426.9354,851778.8536,4726052.2548,13.7163
80,0,11.354739,0.000000,0.000000,0,0,22.578114,1,4180427.2117,851779.6032,4726047.4551,4180426.2053,851778.7048,4726052.9229,6.0188
81,0,8.909588,0.000000,0.000000,0,0,22.578065,1,4180425.5516,851778.2363,4726048.3142,4180425.4752,851778.5561,4726053.5911,7.0242
82,0,24.579114,0.000000,0.000000,0,0,22.578030,1,4180426.2456,851777.5533,4726051.7095,4180424.7450,851778.4073,4726054.2592,19.5234
