t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error,lambda_k
1,0,7.306159,1.088405,1.088405,0,0,63.611138,1,4180486.7658,851791.9810,4726000.2223,4180483.8852,851790.4574,4726000.1391,7.5046,1.000000
2,0,7.271333,0.538839,0.813622,0,0,73.205792,1,4180487.1537,851791.3711,4725998.5816,4180483.1551,851790.3086,4726000.8072,7.7638,1.000000
3,0,13.767195,4.052483,1.893242,0,0,75.173785,1,4180482.5473,851787.6937,4726000.6910,4180482.4250,851790.1598,4726001.4754,7.8350,1.000000
4,0,14.771009,4.760479,2.610052,0,0,71.358176,1,4180483.2669,851792.7465,4726003.9540,4180481.6948,851790.0111,4726002.1435,11.2661,1.000000
5,0,1.337970,0.018322,2.091706,0,0,65.515268,1,4180482.7867,851793.5211,4726004.5552,4180480.9647,851789.8623,4726002.8117,4.4769,1.000000
6,0,12.446615,3.714245,2.362129,0,0,59.581536,1,4180477.6374,851794.7550,4726003.5027,4180480.2346,851789.7135,4726003.4798,11.3518,1.000000
7,0,32.030244,9.214478,3.341036,0,0,54.217664,1,4180478.0589,851792.9401,4726014.4636,4180479.5045,851789.5648,4726004.1480,30.9330,1.000000
8,0,23.908546,5.909801,3.662132,0,0,49.554253,1,4180479.7787,851792.8389,4726009.7498,4180478.7744,851789.4160,4726004.8161,12.6303,1.000000
9,0,11.598693,2.810808,3.567540,0,0,45.544164,1,4180480.3884,851790.5650,4726013.1548,4180478.0442,851789.2672,4726005.4843,14.5705,1.000000
10,0,10.130931,3.055630,3.516349,0,0,42.095053,1,4180476.9837,851790.0802,4726015.2673,4180477.3141,851789.1185,4726006.1525,12.9582,1.000000
11,0,7.940458,0.768425,3.484351,0,0,39.114046,1,4180475.1794,851789.9637,4726015.0763,4180476.5840,851788.9697,4726006.8206,4.9068,1.000000
