counter,h_V
hpmcounter10,0.12292745776183885
hpmcounter3,0.001152867394872174
hpmcounter4,0.00016027848249480312
hpmcounter5,0.01644707405291868
hpmcounter6,0.11847979194687039
hpmcounter7,0.1022279089567262
hpmcounter8,0.1174014610951608
hpmcounter9,0.1072092532812225
