counter,mode,seed,alpha,beta,residual_mean,residual_std
hpmcounter3,drift,test_seed_11,0.8494532125232113,0.000531307219349811,1.8160349131325584e-16,0.044674525710300755
hpmcounter3,drift,test_seed_12,-1.3744820862109524,-0.00011452992516792641,2.1746636564822653e-16,0.033913180524965
hpmcounter3,drift,test_seed_13,1.1642833934932324,0.00010008321762460608,1.266646199915986e-16,0.04186401450450309
hpmcounter3,drift,test_seed_14,-0.013950117046340593,0.00231383703467026,1.9686428890260507e-16,0.04059600674370772
hpmcounter3,drift,test_seed_15,0.4141205517242039,-1.8800995920162745e-06,-1.3963629794254546e-16,0.05763005438567566
hpmcounter3,drift,test_seed_16,0.7146759298276797,-0.00022310848369248604,-1.5604165535109587e-16,0.0413364903136072
hpmcounter3,drift,test_seed_17,0.5913266723713141,0.00043514219157378235,1.1445598192011922e-17,0.05893055711888912
hpmcounter3,drift,test_seed_18,0.4776981710062426,-0.0015753990821557242,-7.477790818781124e-17,0.03807226863999445
hpmcounter3,drift,test_seed_19,0.4441236619375859,0.0015295046136473793,6.523990969446796e-17,0.03526738707723904
hpmcounter3,drift,test_seed_2,0.4652182165575189,0.0013320488232565462,2.0792836715488327e-16,0.05419685034875421
hpmcounter3,drift,test_seed_20,-1.6844482252631339,0.0006057827212372199,1.0224734384863984e-16,0.06618937707099452
hpmcounter3,drift,test_seed_3,0.05439843449114511,0.0005897999805315765,1.526079758934923e-18,0.0457581868852512
hpmcounter3,drift,test_seed_4,0.23680172470902336,0.00038975187313219624,5.036063204485246e-17,0.03545028563850321
hpmcounter3,drift,test_seed_5,1.0987694896592508,0.0015232233898454892,-3.235289088942037e-16,0.14518733065263548
hpmcounter3,drift,test_seed_6,0.03858205988182374,-0.002460313239074995,-2.0678380733568208e-16,0.04830004957406222
hpmcounter3,drift,test_seed_7,0.3341351562576587,0.001116849450940789,-9.766910457183508e-17,0.05862692649826157
hpmcounter3,drift,test_seed_8,-0.04786261219063688,0.0022439979441334647,1.9915340854100747e-16,0.04809051213457336
hpmcounter3,drift,test_seed_9,0.30948670224551217,-0.0002465264970115594,-1.19034221196924e-16,0.07392123182759341
hpmcounter3,jump,test_seed_1,0.7949318678524239,0.0004450973579801151,-6.600294957393542e-17,0.03450848497565436
hpmcounter3,jump,test_seed_10,0.770086405668204,-0.000328108435620797,-2.6706395781361153e-16,0.06970694869362058
hpmcounter3,jump,test_seed_11,0.7713476509003309,0.00013118751448559237,3.509983445550323e-17,0.03216727247646574
hpmcounter3,jump,test_seed_12,1.1995939353810547,0.00039194536536293315,2.5485531974213214e-16,0.05674964212143977
hpmcounter3,jump,test_seed_13,0.5257566102130641,0.0012490862814479142,-7.9356147464616e-17,0.040585495767655216
hpmcounter3,jump,test_seed_14,-0.6264648953780365,0.0024919531177658187,3.418418660014228e-16,0.07579943203907076
hpmcounter3,jump,test_seed_15,0.9898721060454957,2.772712499251949e-05,-5.036063204485246e-17,0.06047350100812427
hpmcounter3,jump,test_seed_16,0.4426855329140967,0.0003933433959605615,1.9228604962580032e-16,0.08060731367216194
hpmcounter3,jump,test_seed_17,1.109731815915868,6.363036001199251e-06,-4.929237621359802e-16,0.03583335249810561
hpmcounter3,jump,test_seed_18,0.8988650389795421,-0.0017525926742526642,-2.319641233581083e-16,0.03501440585080034
hpmcounter3,jump,test_seed_19,0.9235355324771785,-0.0016387843640677715,-1.4650365685775261e-16,0.07392436665384804
hpmcounter3,jump,test_seed_2,-0.014606425915645893,0.0011935705506402007,8.240830698248585e-17,0.032775382777572866
hpmcounter3,jump,test_seed_20,-1.9387205968321721,0.00028048726926824187,6.9436629031539e-17,0.039756316222457455
hpmcounter3,jump,test_seed_3,0.2951844423689995,0.000338933335167018,3.548135439523696e-17,0.04938082892892521
hpmcounter3,jump,test_seed_4,0.7182631054887006,0.0005591451975786554,1.3200589914787085e-16,0.03846108092475671
hpmcounter3,jump,test_seed_5,1.5746860777587879,-0.0011928983929176602,-4.425631300911277e-17,0.03932187436505987
hpmcounter3,jump,test_seed_6,0.17961939613409006,0.0010598189208774456,1.1674510155852162e-16,0.04262404375572281
hpmcounter3,jump,test_seed_7,1.6947343491430846,-0.0008138251940202825,-2.38068442393848e-16,0.13620778234684017
hpmcounter3,jump,test_seed_8,0.45639835273780494,-7.31642033504064e-05,4.6545432647515155e-17,0.04794391743996742
hpmcounter3,jump,test_seed_9,0.3346692937980929,-0.0007272853296696592,-9.614302481290016e-17,0.0682658707778239
hpmcounter3,replay,test_seed_1,1.181626435437638,-0.0002742866618134721,-2.8079867564402584e-16,0.10619033960733416
hpmcounter3,replay,test_seed_10,0.8575872328067405,0.00037455398026653593,-6.714750939313661e-17,0.08943616843173385
hpmcounter3,replay,test_seed_11,0.8158692904035416,0.0007323039434493294,5.2649751683254844e-17,0.05508838196511785
hpmcounter3,replay,test_seed_12,-1.5169465642455366,0.0003556626014108198,5.341279156272231e-18,0.041560300423584245
hpmcounter3,replay,test_seed_13,1.0581521812324992,-8.147127339518973e-05,-2.7698347624668854e-16,0.06421101226490086
hpmcounter3,replay,test_seed_14,0.29143401903740246,-0.0006573854176894505,-1.3124285926840339e-16,0.09705014791739297
hpmcounter3,replay,test_seed_15,0.0049921141594887475,0.00027556997417713336,2.441727614295877e-17,0.05571743045989561
hpmcounter3,replay,test_seed_16,-0.6813196119724557,-0.0013681087216558916,-6.714750939313661e-17,0.054618445856992756
hpmcounter3,replay,test_seed_17,0.061464636143972816,-0.00024221583727874706,-2.518031602242623e-17,0.03731437843635681
hpmcounter3,replay,test_seed_18,-1.6299600175772382,0.0024227577076696904,4.3340665153751814e-16,0.052809055930214864
hpmcounter3,replay,test_seed_19,0.6908100018948192,-0.002566319109200202,-2.7164219709041633e-16,0.09300342114893527
