counter,threshold,num_trials,num_trials_exceeding,mean_max_D,std_max_D,min_max_D,max_max_D
hpmcounter10,183.2070984550081,60,0,89.03777686415046,29.082333358258115,48.97284379340428,165.88769950353688
hpmcounter3,189.48440654417075,60,1,95.60078255896656,34.90862759500605,50.291265844239625,236.19585167510172
hpmcounter4,659.7992298804954,60,0,178.21255040249397,103.5579828892821,66.40694291479889,499.41023881548233
hpmcounter5,119.89820685930462,60,2,65.06680619120512,24.570456579479625,30.326228930112173,135.51297501683104
hpmcounter6,163.2210751778113,60,4,92.8348166981964,35.09065926270613,53.707216649498974,246.39839043069065
hpmcounter7,139.97544633174778,60,0,55.902415676977085,22.42525016112964,24.74216326812565,117.75872634353404
hpmcounter8,210.3186740895653,60,0,97.07255703319942,28.902103428580332,53.56370890366606,163.8462790539701
hpmcounter9,165.14037238157442,60,0,67.44724318914915,23.082324376583152,28.88644796882605,152.1706367361678
