counter,mode,seed,alpha,beta,W,sigma_eps2,SE_beta,D
hpmcounter3,replay,test_seed_14,0.2914340190374024,-0.0006573854176894,291.0,0.009483912741658352,6.79590780705156e-05,9.67325391035006
hpmcounter3,replay,test_seed_17,0.0614646361439728,-0.0002422158372787,291.0,0.00140199856707498,2.612928276490209e-05,9.26989996082304
hpmcounter3,replay,test_seed_15,0.0049921141594887,0.0002755699741771,291.0,0.00312591601592564,3.901596533099117e-05,7.063005409178206
hpmcounter3,replay,test_seed_10,0.8575872328067405,0.0003745539802665,291.0,0.008054183436370564,6.262741153113387e-05,5.9806715798927526
hpmcounter3,replay,test_seed_1,1.181626435437638,-0.0002742866618134,291.0,0.011354425514681653,7.435947017671734e-05,3.6886580977722154
hpmcounter3,replay,test_seed_20,0.8085527699469167,9.947282278662498e-05,291.0,0.003562404378995738,4.16509883941186e-05,2.3882463927475777
hpmcounter3,replay,test_seed_13,1.0581521812324992,-8.147127339518973e-05,291.0,0.004151587342422922,4.496357078416346e-05,1.8119395762910488
hpmcounter3,replay,test_seed_5,0.6142024206964237,-1.6431740812624345e-05,291.0,0.0065564310731617,5.650507475263433e-05,0.29080115165865306
hpmcounter4,drift,test_seed_20,-0.7771618010921918,-0.0003995532107269,291.0,1.0135792650029538e-05,2.2216854080944038e-06,179.84238869787012
hpmcounter4,drift,test_seed_4,0.5115425519205014,-0.0004396961966819,291.0,2.1090911704786668e-05,3.204803311000657e-06,137.19912082361483
hpmcounter4,drift,test_seed_19,-0.1394251378532228,-0.0002842065205305,291.0,1.9833731754308224e-05,3.1078204598416457e-06,91.44882215782225
hpmcounter4,drift,test_seed_2,-0.084260758432605,-0.0002892583874655,291.0,2.1991427379192637e-05,3.2725057114425155e-06,88.39049125387021
hpmcounter4,drift,test_seed_12,-0.140745589342673,-0.0002303860979056,291.0,1.548885748071251e-05,2.746397503811724e-06,83.88665427559093
hpmcounter4,drift,test_seed_14,0.5071375312116492,0.0004351932633961,291.0,6.246623006175882e-05,5.515391583386627e-06,78.90523398320114
hpmcounter4,drift,test_seed_18,-0.0402249773195197,-0.0001897757652285,291.0,1.268157382334486e-05,2.4850794667274793e-06,76.36607511727162
hpmcounter4,drift,test_seed_10,-0.7636976811933348,0.0002487237880053,291.0,3.789513124266922e-05,4.29581343199546e-06,57.89911315812537
hpmcounter4,drift,test_seed_16,0.5719978814752917,-0.000184559697776,291.0,2.9232616005532117e-05,3.773006424985738e-06,48.915818577408764
hpmcounter4,drift,test_seed_3,0.5250979717651059,-0.0002767077949057,291.0,8.569376465288209e-05,6.459937483190715e-06,42.83443851054539
hpmcounter4,drift,test_seed_6,-0.1034054202655804,-0.0002044166098107,291.0,5.2682075261243914e-05,5.065066376630009e-06,40.35813049832262
hpmcounter4,drift,test_seed_5,0.58130083162508,-0.0001054783874922,291.0,1.776069903935963e-05,2.940923525144889e-06,35.86573625269751
