counter,h_zV
hpmcounter10,4.244342006533908
hpmcounter3,4.245059204930012
hpmcounter4,4.245155958700099
hpmcounter5,4.231979973317861
hpmcounter6,1.507405444058672e-22
hpmcounter7,0.0
hpmcounter8,4.244554041269331
hpmcounter9,4.232302896946221
