counter,h_V
hpmcounter10,1.5623522259281488
hpmcounter3,0.9914548181355017
hpmcounter4,1.0277000687583562
hpmcounter5,1.4017147081818293
hpmcounter6,4.814824860968158e-35
hpmcounter7,0.0
hpmcounter8,1.4351615370221456
hpmcounter9,0.6116790850816451
