counter,h_z,h_D,h_V
hpmcounter10,2.236290853417757,2382.8417133506946,1.5623522259281488
hpmcounter3,2.2411362662529846,705.1504020360431,0.9914548181355016
hpmcounter4,2.2410587954699723,1041.6579788046365,1.0277000687583562
hpmcounter5,2.1400970089331945,131.86266063650947,1.4017147081818293
hpmcounter6,2.041560044818011,4.6629367034246754e-07,3.9963046346035575e-33
hpmcounter7,0.0,0.0,0.0
hpmcounter8,2.2239252041565467,444.09400217942704,1.4351615370221456
hpmcounter9,1.902576973257184,92.72869767526367,0.6116790850816451
