counter,h_zV
hpmcounter10,4.012719659855443
hpmcounter3,4.0061646453850965
hpmcounter4,4.005919111251605
hpmcounter5,4.023192328572752
hpmcounter6,4.2252544698291396e-23
hpmcounter7,0.0
hpmcounter8,4.01539864152913
hpmcounter9,4.191807396143179
