counter,h_z,h_D,h_V
hpmcounter10,2.236290853417757,48.402775358029224,1.0563177399504986
hpmcounter3,2.2411362662529846,45.64408514305812,0.9309801929661153
hpmcounter4,2.2410587954699723,45.4969379018952,0.9273285580613932
hpmcounter5,2.1400970089331945,38.03879268163791,1.0059879905842384
hpmcounter6,2.041560044818011,5.34242658466232e-08,2.07594975058161e-31
hpmcounter7,0.0,0.0,0.0
hpmcounter8,2.2239252041565467,42.74931709689819,1.0452829483811092
hpmcounter9,1.902576973257184,29.463832570512675,0.6823063756327473
