counter,h_D,h_zmean
hpmcounter10,84.3508747346503,2.9572150209304744
hpmcounter3,79.59040299140756,2.6907300281959783
hpmcounter4,80.60375760222577,2.664883661281963
hpmcounter5,61.044566772570576,2.896673007694926
hpmcounter6,2.3883789437314306e-08,2.041560044817988
hpmcounter7,0.0,0.0
hpmcounter8,72.50746867619762,2.938963061719386
hpmcounter9,41.33984682495464,1.9002669448437661
