counter,H_v
hpmcounter10,4.248528562309397
hpmcounter3,4.248522975754979
hpmcounter4,4.248523117571729
hpmcounter5,4.246749138401623
hpmcounter8,4.248481420260056
hpmcounter9,4.248523852494525
