counter,h_D
hpmcounter10,48.402775358029224
hpmcounter3,45.64408514305812
hpmcounter4,45.4969379018952
hpmcounter5,38.03879268163791
hpmcounter6,5.34242658466232e-08
hpmcounter7,0.0
hpmcounter8,42.74931709689819
hpmcounter9,29.463832570512675
