counter,h_D
hpmcounter10,2382.8417133506946
hpmcounter3,705.1504020360431
hpmcounter4,1041.6579788046365
hpmcounter5,131.86266063650947
hpmcounter6,4.6629367034246754e-07
hpmcounter7,0.0
hpmcounter8,444.09400217942704
hpmcounter9,92.72869767526367
