counter,h_z,h_D,h_V
hpmcounter10,2.236290853417757,119.3155687915325,1.156489038605787
hpmcounter3,2.2411362662529846,166.39352269116947,0.8484562811170723
hpmcounter4,2.2410587954699723,151.6753751863424,0.8195541347549492
hpmcounter5,2.1400970089331945,65.08809136085948,0.9770938293824953
hpmcounter6,2.041560044818011,2.1531598053336047e-07,2.3967128196819083e-32
hpmcounter7,0.0,0.0,0.0
hpmcounter8,2.2239252041565467,107.7942695878649,0.9798920495705316
hpmcounter9,1.902576973257184,20.235140353088703,0.6679083915171725
