counter,Qgs
hpmcounter10,4.205489693551072
hpmcounter3,4.211386777010939
hpmcounter4,4.212602237774341
hpmcounter5,4.103485775970432
hpmcounter8,4.196417956098987
hpmcounter9,4.248072306153116
