counter,h_V
hpmcounter10,1.156489038605787
hpmcounter3,0.8484562811170723
hpmcounter4,0.8195541347549492
hpmcounter5,0.9770938293824953
hpmcounter6,2.3967128196819083e-32
hpmcounter7,0.0
hpmcounter8,0.9798920495705316
hpmcounter9,0.6679083915171725
