counter,h_D
hpmcounter10,119.31556879170621
hpmcounter3,166.39352269172701
hpmcounter4,151.6753751867296
hpmcounter5,65.08809136085966
hpmcounter6,1.2455983106584367
hpmcounter7,
hpmcounter8,107.79426958786587
hpmcounter9,20.235140353088735
