counter,h_D
hpmcounter10,48.4027753580263
hpmcounter3,45.64408514305826
hpmcounter4,45.4969379018952
hpmcounter5,38.03879268163827
hpmcounter6,5.2973498603542316e-08
hpmcounter7,0.0
hpmcounter8,42.74931709689919
hpmcounter9,29.46383257049462
