t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error
1,0,4.877000,0.586173,0.586173,0,0,63.640557,1,4180486.4963,851789.9640,4725999.1464,4180483.8852,851790.4574,4726000.1391,5.7566
2,0,5.591836,0.773911,0.680042,0,0,73.262077,1,4180490.2832,851790.4359,4725999.3999,4180483.1551,851790.3086,4726000.8072,9.5409
3,0,8.523225,1.819464,1.059849,0,0,75.251973,1,4180488.9719,851793.3874,4726000.0781,4180482.4250,851790.1598,4726001.4754,6.7190
4,0,10.863206,3.065403,1.561238,0,0,71.458623,1,4180487.2466,851789.7156,4725999.5683,4180481.6948,851790.0111,4726002.1435,6.7677
5,0,15.976288,4.141827,2.077355,0,0,65.644287,1,4180483.4511,851786.5566,4725995.0082,4180480.9647,851789.8623,4726002.8117,16.6354
6,0,13.410573,3.847879,2.372443,0,0,59.749003,1,4180478.2744,851786.8127,4725996.8673,4180480.2346,851789.7135,4726003.4798,8.4005
7,0,6.937793,0.708644,2.134757,0,0,54.435752,1,4180477.1095,851787.5462,4725994.5483,4180479.5045,851789.5648,4726004.1480,13.4560
8,0,19.039486,3.216396,2.269962,0,0,49.837005,1,4180476.5330,851788.3165,4725999.5620,4180478.7744,851789.4160,4726004.8161,7.6146
9,0,14.383720,1.660349,2.202227,0,0,45.907336,1,4180474.7048,851787.8037,4725995.5279,4180478.0442,851789.2672,4726005.4843,20.6880
10,0,10.003850,2.856376,2.267642,0,0,42.555987,1,4180473.7044,851784.7013,4725994.2526,4180477.3141,851789.1185,4726006.1525,18.1231
11,0,24.027834,7.702781,2.979303,0,0,39.691521,1,4180475.0441,851782.3259,4725998.9804,4180476.5840,851788.9697,4726006.8206,14.6724
12,0,14.743091,2.849431,3.186855,0,0,37.234593,1,4180474.9125,851782.9710,4726002.0644,4180475.8539,851788.8209,4726007.4888,5.1211
