iter,mcycle,minstret,pc,hpmcounter3,hpmcounter4,hpmcounter5,hpmcounter6,hpmcounter7,hpmcounter8,hpmcounter9,hpmcounter10
0,0x11dab6,0x9d8d0,0x80008be8,0x26,0x0,0x681c,0x506f7,0x0,0x25df4,0x21e8,0x13c2
1,0x135392,0xb4a75,0x80008be8,0x2361,0xb,0x74c7,0x506ff,0x0,0x31399,0x21ef,0x1589
2,0x14cbc0,0xcbc9e,0x80008be8,0x469a,0x16,0x81ab,0x50707,0x0,0x3c989,0x21f2,0x1750
3,0x16432c,0xe2dd8,0x80008be8,0x69d0,0x21,0x8e47,0x5070f,0x0,0x47ed2,0x21f5,0x1917
4,0x17bb00,0xf9f52,0x80008be8,0x8d08,0x2c,0x9ae9,0x50715,0x0,0x53455,0x21f8,0x1ade
5,0x1932e2,0x11111b,0x80008be8,0xb03e,0x37,0xa7b6,0x5071b,0x0,0x5e9fc,0x21fb,0x1ca5
6,0x1aaa92,0x12830e,0x80008be8,0xd374,0x42,0xb46b,0x50721,0x0,0x69fe5,0x21fe,0x1e6c
7,0x1c2255,0x13f4bb,0x80008be8,0xf6a8,0x4d,0xc135,0x50727,0x0,0x75573,0x2201,0x2033
8,0x1d99e3,0x15669b,0x80008be8,0x119dc,0x58,0xcde4,0x5072d,0x0,0x80b4f,0x2204,0x21fa
9,0x1f10ac,0x16d7c5,0x80008be8,0x13d10,0x63,0xda85,0x50733,0x0,0x8c083,0x2207,0x23c1
10,0x2087f7,0x1848f5,0x80008be8,0x16049,0x6e,0xe711,0x50739,0x0,0x975d2,0x220a,0x2588
11,0x21ff99,0x19ba79,0x80008be8,0x18383,0x79,0xf3be,0x50741,0x0,0xa2b52,0x220d,0x2750
12,0x2377ec,0x1b2c89,0x80008be8,0x1a6c1,0x84,0x10086,0x50749,0x0,0xae143,0x2210,0x2918
13,0x24ef36,0x1c9e17,0x80008be8,0x1c9ff,0x8f,0x10d3d,0x50751,0x0,0xb96c3,0x2213,0x2ae0
14,0x26670c,0x1e104e,0x80008be8,0x1ed39,0x9a,0x11a07,0x50757,0x0,0xc4cd9,0x2216,0x2ca8
15,0x27def3,0x1f81b6,0x80008be8,0x21077,0xa5,0x126a2,0x5075d,0x0,0xd024f,0x2219,0x2e70
16,0x295679,0x20f339,0x80008be8,0x233b5,0xb0,0x1333a,0x50763,0x0,0xdb7e3,0x221c,0x3038
17,0x2acedf,0x226535,0x80008be8,0x256f3,0xbb,0x14022,0x50769,0x0,0xe6da0,0x221f,0x3200
18,0x2c4736,0x23d72b,0x80008be8,0x27a31,0xc6,0x14d03,0x5076f,0x0,0xf235e,0x2222,0x33c8
19,0x2dbfc9,0x254960,0x80008be8,0x29d73,0xd1,0x159f9,0x50775,0x0,0xfd946,0x2225,0x3590
20,0x2f3807,0x26bb1d,0x80008be8,0x2c0b2,0xdc,0x166c4,0x5077b,0x0,0x108ee1,0x2228,0x3758
21,0x30afd0,0x282cf4,0x80008be8,0x2e3ee,0xe7,0x1737e,0x50783,0x0,0x1144a7,0x222b,0x3920
22,0x32271e,0x299e5f,0x80008be8,0x3072c,0xf2,0x18032,0x5078b,0x0,0x11fa07,0x222e,0x3ae8
23,0x339ef7,0x2b1008,0x80008be8,0x32a6c,0xfd,0x18ce9,0x50793,0x0,0x12afa2,0x2231,0x3cb0
24,0x35161a,0x2c8171,0x80008be8,0x34dac,0x108,0x1997e,0x50799,0x0,0x13651f,0x2234,0x3e78
25,0x368dad,0x2df2c9,0x80008be8,0x370ec,0x113,0x1a615,0x5079f,0x0,0x141a89,0x2237,0x4040
26,0x380507,0x2f641e,0x80008be8,0x39428,0x11e,0x1b2ce,0x507a5,0x0,0x14cfce,0x223a,0x4208
27,0x397c84,0x30d5b5,0x80008be8,0x3b763,0x129,0x1bf76,0x507ab,0x0,0x158566,0x223d,0x43d0
28,0x3af413,0x324735,0x80008be8,0x3daa3,0x134,0x1cc1c,0x507b1,0x0,0x163ae9,0x2240,0x4598
29,0x3c6c0d,0x33b906,0x80008be8,0x3fde2,0x13f,0x1d8eb,0x507b7,0x0,0x16f094,0x2243,0x4760
30,0x3de40a,0x352b2b,0x80008be8,0x4211e,0x14a,0x1e5c4,0x507bd,0x0,0x17a689,0x2246,0x4928
31,0x3f5c30,0x369cbe,0x80008be8,0x4445c,0x155,0x1f27b,0x507c5,0x0,0x185c0e,0x2249,0x4af0
32,0x40d3c9,0x380dc6,0x80008be8,0x4679a,0x160,0x1ff12,0x507cd,0x0,0x191128,0x224c,0x4cb8
33,0x424b6f,0x397f66,0x80008be8,0x48ad6,0x16b,0x20bc6,0x507d5,0x0,0x19c6bd,0x224f,0x4e80
34,0x43c39b,0x3af11c,0x80008be8,0x4ae14,0x176,0x21892,0x507db,0x0,0x1a7c50,0x2252,0x5048
35,0x453b1c,0x3c6294,0x80008be8,0x4d152,0x181,0x22548,0x507e1,0x0,0x1b31bb,0x2255,0x5210
36,0x46b2ba,0x3dd421,0x80008be8,0x4f492,0x18c,0x231e0,0x507e7,0x0,0x1be759,0x2258,0x53d8
37,0x482a68,0x3f45b3,0x80008be8,0x517ce,0x197,0x23e9c,0x507ed,0x0,0x1c9cd8,0x225b,0x55a0
