iter,mcycle,minstret,pc,hpmcounter3,hpmcounter4,hpmcounter5,hpmcounter6,hpmcounter7,hpmcounter8,hpmcounter9,hpmcounter10
0,0x11da79,0x9d8bc,0x80008be8,0x26,0x0,0x681d,0x5070e,0x0,0x25df4,0x21e7,0x13c1
1,0x13531f,0xb4a6a,0x80008be8,0x2361,0xb,0x74cb,0x50716,0x0,0x3139f,0x21ee,0x1588
2,0x14cb63,0xcbc48,0x80008be8,0x469b,0x16,0x819b,0x5071e,0x0,0x3c958,0x21f1,0x174f
3,0x1642ac,0xe2d97,0x80008be8,0x69d0,0x21,0x8e4f,0x50726,0x0,0x47e9e,0x21f4,0x1916
4,0x17b9ed,0xf9f31,0x80008be8,0x8d09,0x2c,0x9af7,0x5072c,0x0,0x5343b,0x21f7,0x1add
5,0x193169,0x111152,0x80008be8,0xb03e,0x37,0xa7c9,0x50732,0x0,0x5ea35,0x21fa,0x1ca4
6,0x1aa924,0x128385,0x80008be8,0xd373,0x42,0xb489,0x50738,0x0,0x6a053,0x21fd,0x1e6b
7,0x1c203a,0x13f4fe,0x80008be8,0xf6a7,0x4d,0xc130,0x5073e,0x0,0x755d0,0x2200,0x2032
8,0x1d9763,0x1566c2,0x80008be8,0x119d9,0x58,0xcddb,0x50744,0x0,0x80b94,0x2203,0x21f9
9,0x1f0e4b,0x16d7ee,0x80008be8,0x13d0e,0x63,0xda82,0x5074a,0x0,0x8c0c4,0x2206,0x23c0
10,0x208603,0x18499f,0x80008be8,0x16044,0x6e,0xe72d,0x50750,0x0,0x97675,0x2209,0x2587
11,0x21fd45,0x19bb2f,0x80008be8,0x18380,0x79,0xf3dc,0x50758,0x0,0xa2bff,0x220c,0x274f
12,0x2374e2,0x1b2d18,0x80008be8,0x1a6bc,0x84,0x10096,0x50760,0x0,0xae1d7,0x220f,0x2917
13,0x24ebc3,0x1c9e79,0x80008be8,0x1c9f8,0x8f,0x10d3e,0x50768,0x0,0xb9739,0x2212,0x2adf
14,0x266378,0x1e10a2,0x80008be8,0x1ed34,0x9a,0x11a03,0x5076e,0x0,0xc4d46,0x2215,0x2ca7
15,0x27dad4,0x1f820b,0x80008be8,0x21072,0xa5,0x126a1,0x50774,0x0,0xd02ba,0x2218,0x2e6f
16,0x2952a3,0x20f3b5,0x80008be8,0x233b0,0xb0,0x13357,0x5077a,0x0,0xdb857,0x221b,0x3037
17,0x2aca45,0x226591,0x80008be8,0x256ec,0xbb,0x1402c,0x50780,0x0,0xe6e07,0x221e,0x31ff
18,0x2c4200,0x23d784,0x80008be8,0x27a28,0xc6,0x14d02,0x50786,0x0,0xf23cd,0x2221,0x33c7
19,0x2dba04,0x2549dc,0x80008be8,0x29d64,0xd1,0x159f3,0x5078c,0x0,0xfd9dd,0x2224,0x358f
20,0x2f47a0,0x26c2c4,0x80008be8,0x2d04e,0xe6,0x167a6,0x50792,0x0,0x10a367,0x2227,0x378e
21,0x30bf41,0x283463,0x80008be8,0x2f38a,0xf1,0x1745d,0x5079a,0x0,0x1158f8,0x222a,0x3956
22,0x32370e,0x29a628,0x80008be8,0x316c4,0xfc,0x18113,0x507a2,0x0,0x120eb0,0x222d,0x3b1e
23,0x33c46b,0x2b1f2a,0x80008be8,0x349a3,0x111,0x18ed5,0x507aa,0x0,0x12d845,0x2230,0x3d1d
24,0x353bd8,0x2c9099,0x80008be8,0x36ce1,0x11c,0x19b75,0x507b0,0x0,0x138dbd,0x2233,0x3ee5
