t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error,lambda_k
1,0,4.879748,0.586909,0.586909,0,0,63.611138,1,4180486.4950,851789.9657,4725999.1467,4180483.8852,851790.4574,4726000.1391,5.7566,1.000000
2,0,5.592838,0.774366,0.680637,0,0,73.205792,1,4180490.2808,851790.4391,4725999.4011,4180483.1551,851790.3086,4726000.8072,9.5409,1.000000
3,0,8.515735,1.816561,1.059279,0,0,75.173785,1,4180488.9719,851793.3894,4726000.0789,4180482.4250,851790.1598,4726001.4754,6.7190,1.000000
4,0,10.865131,3.067397,1.561308,0,0,71.358176,1,4180487.2482,851789.7205,4725999.5676,4180481.6948,851790.0111,4726002.1435,6.7677,1.000000
5,0,15.976445,4.145828,2.078212,0,0,65.515268,1,4180483.4562,851786.5656,4725995.0091,4180480.9647,851789.8623,4726002.8117,16.6354,1.000000
6,0,13.412262,3.850560,2.373603,0,0,59.581536,1,4180478.2868,851786.8192,4725996.8620,4180480.2346,851789.7135,4726003.4798,8.4005,1.000000
7,0,6.918447,0.704980,2.135229,0,0,54.217664,1,4180477.1183,851787.5458,4725994.5420,4180479.5045,851789.5648,4726004.1480,13.4560,1.000000
8,0,19.051119,3.221901,2.271063,0,0,49.554253,1,4180476.5330,851788.3064,4725999.5385,4180478.7744,851789.4160,4726004.8161,7.6146,1.000000
9,0,14.344854,1.651939,2.202271,0,0,45.544164,1,4180474.7021,851787.7931,4725995.5168,4180478.0442,851789.2672,4726005.4843,20.6880,1.000000
10,0,9.982284,2.853592,2.267403,0,0,42.095053,1,4180473.6902,851784.7237,4725994.2465,4180477.3141,851789.1185,4726006.1525,18.1231,1.000000
11,0,24.049362,7.754110,2.984123,0,0,39.114046,1,4180474.9740,851782.3790,4725998.9388,4180476.5840,851788.9697,4726006.8206,14.6724,1.000000
12,0,14.786974,2.867756,3.193462,0,0,36.520552,1,4180474.8078,851782.9894,4726001.9922,4180475.8539,851788.8209,4726007.4888,5.1211,1.000000
13,0,12.769780,4.949284,3.506735,0,0,34.248163,1,4180474.7656,851785.0930,4726003.0666,4180475.1237,851788.6722,4726008.1569,6.2917,1.000000
14,0,5.157004,0.380539,3.238049,0,0,32.243169,1,4180473.3118,851784.8706,4726002.5149,4180474.3936,851788.5234,4726008.8251,10.7339,1.000000
15,0,17.404889,2.565012,3.079967,0,0,30.462339,1,4180472.5909,851784.4746,4726006.1843,4180473.6635,851788.3746,4726009.4932,11.3876,1.000000
16,0,10.210243,2.538274,2.948739,0,0,28.870804,1,4180470.0108,851783.8157,4726005.6127,4180472.9334,851788.2259,4726010.1614,14.4268,1.000000
17,0,25.039344,11.658653,4.044106,1,0,27.440301,1,4180467.5388,851786.1540,4726002.6899,4180472.2032,851788.0771,4726010.8295,27.9281,1.000000
18,0,25.413696,5.890020,4.310918,0,0,26.147768,1,4180467.0340,851785.8358,4726007.1294,4180471.4731,851787.9283,4726011.4977,16.8258,1.000000
19,0,9.483847,2.859878,4.431712,0,1,24.974256,1,4180464.9963,851786.9572,4726007.1959,4180470.7430,851787.7796,4726012.1658,13.4448,1.000000
20,0,13.035167,1.868247,4.333177,0,0,73.505206,1,4180466.5494,851785.5452,4726013.1960,4180470.0129,851787.6308,4726012.8340,7.2717,5.045829
21,0,3.992733,0.266422,3.584408,0,0,53.648844,1,4180464.8198,851785.9850,4726015.0682,4180469.2828,851787.4820,4726013.5021,6.7084,1.000000
22,0,22.095298,10.883676,4.386000,0,1,43.209259,1,4180467.8919,851782.7164,4726019.7409,4180468.5526,851787.3333,4726014.1703,21.4918,1.000000
23,0,6.661700,1.071790,3.998251,0,0,60.949728,1,4180469.3613,851783.3524,4726019.6610,4180467.8225,851787.1845,4726014.8384,6.1332,2.099698
24,0,13.204963,5.066406,4.466838,0,1,47.158076,1,4180467.4470,851786.9681,4726019.7386,4180467.0924,851787.0357,4726015.5066,8.8100,1.000000
25,0,6.796403,0.410847,4.251421,0,0,56.965893,1,4180466.1647,851786.4680,4726018.2843,4180466.3623,851786.8870,4726016.1747,2.5410,1.721667
26,0,18.750592,3.102669,4.307861,0,0,45.073285,1,4180465.2019,851785.1507,4726024.4984,4180465.6321,851786.7382,4726016.8429,21.0659,1.000000
27,0,20.974057,11.888500,4.330846,1,0,38.098931,1,4180462.0670,851780.7200,4726023.3265,4180464.9020,851786.5895,4726017.5110,20.4413,1.000000
28,0,11.709987,2.825177,4.024361,0,0,33.582721,1,4180461.6622,851782.1177,4726022.5509,4180464.1719,851786.4407,4726018.1792,2.8613,1.000000
29,0,8.213430,1.592567,3.897630,0,0,30.465395,1,4180461.1717,851783.0912,4726024.4502,4180463.4418,851786.2919,4726018.8473,9.8536,1.000000
30,0,13.582878,1.612839,3.872089,0,0,28.211683,1,4180460.3349,851783.1371,4726027.8630,4180462.7116,851786.1432,4726019.5155,19.6228,1.000000
31,0,15.455456,2.800501,4.125497,0,0,26.520169,1,4180460.4240,851782.5788,4726031.4313,4180461.9815,851785.9944,4726020.1836,23.9035,1.000000
32,0,24.222305,5.827532,3.619883,0,0,25.207702,1,4180460.6057,851782.4397,4726028.8880,4180461.2514,851785.8456,4726020.8518,12.7141,1.000000
33,0,19.096792,3.286083,3.841312,0,0,24.156848,1,4180460.2505,851782.0932,4726026.9848,4180460.5213,851785.6969,4726021.5199,11.4620,1.000000
34,0,8.364579,1.644916,3.499163,0,0,23.289452,1,4180458.5299,851782.0427,4726028.6344,4180459.7911,851785.5481,4726022.1881,13.0791,1.000000
35,0,3.764873,0.488781,3.506956,0,0,22.552190,1,4180457.6247,851781.2291,4726029.5288,4180459.0610,851785.3993,4726022.8563,10.0971,1.000000
36,0,10.092721,2.848940,3.481583,0,0,21.908114,1,4180457.1304,851782.2859,4726031.1384,4180458.3309,851785.2506,4726023.5244,12.7408,1.000000
37,0,8.652447,0.795719,2.372305,0,0,21.331403,1,4180456.4346,851782.4565,4726030.9451,4180457.6008,851785.1018,4726024.1926,1.2013,1.000000
38,0,10.085256,2.355691,2.325357,0,0,20.803960,1,4180455.0236,851783.1946,4726032.7211,4180456.8706,851784.9530,4726024.8607,15.2206,1.000000
39,0,11.093833,1.297551,2.295855,0,0,20.313110,1,4180454.6331,851783.1808,4726032.2665,4180456.1405,851784.8043,4726025.5289,2.9866,1.000000
40,0,11.458065,1.469764,2.281548,0,0,19.850015,1,4180453.5341,851782.7527,4726031.7390,4180455.4104,851784.6555,4726026.1970,6.8890,1.000000
41,0,21.551847,4.270596,2.428557,0,0,19.408553,1,4180452.4344,851782.6042,4726029.8588,4180454.6803,851784.5067,4726026.8652,16.4707,1.000000
42,0,15.192050,2.611258,2.106930,0,0,18.984526,1,4180452.1758,851782.7812,4726028.7295,4180453.9501,851784.3580,4726027.5333,11.6600,1.000000
43,0,13.971087,4.273047,2.205626,0,0,18.575084,1,4180450.1301,851782.8877,4726030.4564,4180453.2200,851784.2092,4726028.2015,15.9348,1.000000
44,0,7.969070,0.610354,2.102170,0,0,18.178317,1,4180449.2232,851782.6632,4726030.1358,4180452.4899,851784.0604,4726028.8696,7.1827,1.000000
45,0,11.428202,2.627629,2.316055,0,0,17.792965,1,4180449.2090,851782.1730,4726031.6859,4180451.7598,851783.9117,4726029.5378,11.3502,1.000000
46,0,6.653156,1.494694,2.180630,0,0,17.418205,1,4180448.5445,851782.8408,4726032.0956,4180451.0296,851783.7629,4726030.2059,4.8764,1.000000
47,0,10.974579,2.284047,2.329463,0,0,17.053507,1,4180447.9213,851781.9928,4726031.7378,4180450.2995,851783.6141,4726030.8740,10.1581,1.000000
48,0,5.279426,0.920711,2.185965,0,0,16.698524,1,4180447.2765,851782.4620,4726032.4752,4180449.5694,851783.4654,4726031.5422,4.3112,1.000000
49,0,9.590710,1.104913,2.166701,0,0,16.353029,1,4180446.3785,851782.7325,4726033.9959,4180448.8393,851783.3166,4726032.2103,10.6684,1.000000
50,0,6.170313,0.506515,2.070376,0,0,16.016856,1,4180445.8062,851782.4898,4726034.0162,4180448.1091,851783.1678,4726032.8785,4.5689,1.000000
51,0,12.593868,2.829997,1.926317,0,0,15.689876,1,4180445.7457,851782.7875,4726033.5445,4180447.3790,851783.0191,4726033.5466,10.4927,1.000000
52,0,8.476627,1.124812,1.777672,0,0,15.371969,1,4180445.3928,851782.4964,4726033.3431,4180446.6489,851782.8703,4726034.2148,8.1059,1.000000
53,0,10.637165,3.051727,1.655540,0,0,15.063017,1,4180445.4603,851782.8935,4726033.2371,4180445.9187,851782.7215,4726034.8829,10.3835,1.000000
54,0,5.135355,0.392926,1.633797,0,0,14.762889,1,4180444.8663,851783.0797,4726033.2753,4180445.1886,851782.5728,4726035.5511,6.8801,1.000000
55,0,15.647307,2.440348,1.615069,0,0,14.471446,1,4180444.1560,851783.3199,4726032.2812,4180444.4585,851782.4240,4726036.2192,18.2108,1.000000
56,0,9.810134,1.172962,1.582896,0,0,14.188532,1,4180443.6593,851783.5613,4726033.5378,4180443.7284,851782.2752,4726036.8874,6.4621,1.000000
57,0,8.386982,1.870205,1.541512,0,0,13.913978,1,4180442.3416,851783.5695,4726033.5119,4180442.9982,851782.1265,4726037.5555,11.0495,1.000000
58,0,7.479113,0.901320,1.539572,0,0,13.647603,1,4180441.9668,851783.7004,4726034.5009,4180442.2681,851781.9777,4726038.2237,4.6847,1.000000
59,0,13.863260,2.754920,1.704573,0,0,13.389214,1,4180440.9455,851783.2567,4726036.0289,4180441.5380,851781.8289,4726038.8918,9.8144,1.000000
60,0,9.114101,1.211676,1.775089,0,0,13.138612,1,4180439.8856,851783.3253,4726037.2033,4180440.8079,851781.6802,4726039.5600,7.2456,1.000000
61,0,10.703963,3.921865,1.884276,0,0,12.895588,1,4180439.1288,851784.2158,4726037.9683,4180440.0777,851781.5314,4726040.2281,12.0740,1.000000
62,0,26.522703,14.854021,3.257197,1,0,12.659931,1,4180439.4318,851783.1078,4726036.8071,4180439.3476,851781.3826,4726040.8963,26.8368,1.000000
63,0,5.095242,0.917287,3.043753,0,0,12.431425,1,4180439.1630,851783.1969,4726037.3422,4180438.6175,851781.2339,4726041.5644,6.6308,1.000000
64,0,11.785078,5.033218,3.507782,0,0,12.209854,1,4180438.4288,851782.2061,4726037.6311,4180437.8873,851781.0851,4726042.2326,11.4093,1.000000
65,0,15.050700,3.175563,3.581304,0,0,11.995002,1,4180437.2954,851781.9643,4726039.1393,4180437.1572,851780.9363,4726042.9007,10.3170,1.000000
66,0,3.109528,0.104936,3.474501,0,0,11.786653,1,4180436.6279,851781.9689,4726039.3741,4180436.4271,851780.7876,4726043.5689,7.2294,1.000000
67,0,2.987325,0.261749,3.313656,0,0,11.584597,1,4180435.7631,851781.8610,4726039.9580,4180435.6970,851780.6388,4726044.2370,3.6071,1.000000
68,0,24.858311,7.722016,3.995725,0,0,11.388622,1,4180435.5692,851781.3645,4726042.1768,4180434.9668,851780.4900,4726044.9052,20.4143,1.000000
69,0,8.574313,2.075239,3.927757,0,0,11.198525,1,4180434.4804,851781.6274,4726042.3402,4180434.2367,851780.3413,4726045.5733,10.5779,1.000000
70,0,10.860465,2.871951,4.093784,0,0,11.014105,1,4180434.4023,851781.5141,4726043.3840,4180433.5066,851780.1925,4726046.2414,9.1787,1.000000
71,0,9.146338,1.578538,3.859452,0,0,10.835167,1,4180433.9496,851781.1125,4726043.3831,4180432.7764,851780.0437,4726046.9096,11.5108,1.000000
