counter,h_D
hpmcounter10,31.470396806740762
hpmcounter3,29.968533885855866
hpmcounter4,195.0361430125314
hpmcounter5,20.57245637314063
hpmcounter6,39.373853355927416
hpmcounter7,18.496258706627415
hpmcounter8,34.57093778579466
hpmcounter9,22.136248311851624
