iter,mcycle,minstret,pc,hpmcounter3,hpmcounter4,hpmcounter5,hpmcounter6,hpmcounter7,hpmcounter8,hpmcounter9,hpmcounter10
0,0x11da3d,0x9d8bc,0x80008be8,0x26,0x0,0x681e,0x50708,0x0,0x25e18,0x21ea,0x13c3
1,0x1352f8,0xb4a6b,0x80008be8,0x2365,0xb,0x74d7,0x50710,0x0,0x313b9,0x21f1,0x158a
2,0x14cadb,0xcbc53,0x80008be8,0x469c,0x16,0x81b3,0x50718,0x0,0x3c970,0x21f4,0x1751
3,0x1642b2,0xe2dd9,0x80008be8,0x69d2,0x21,0x8e67,0x50720,0x0,0x47eed,0x21f7,0x1918
4,0x17ba2b,0xf9f87,0x80008be8,0x8d0c,0x2c,0x9b14,0x50726,0x0,0x53499,0x21fa,0x1adf
5,0x1931ce,0x11115b,0x80008be8,0xb043,0x37,0xa7cf,0x5072c,0x0,0x5ea5d,0x21fd,0x1ca6
6,0x1aa95b,0x12833c,0x80008be8,0xd378,0x42,0xb48c,0x50732,0x0,0x6a02c,0x2200,0x1e6d
7,0x1c20ca,0x13f4af,0x80008be8,0xf6ac,0x4d,0xc14a,0x50738,0x0,0x7558c,0x2203,0x2034
8,0x1d97e7,0x156693,0x80008be8,0x119e0,0x58,0xcdfe,0x5073e,0x0,0x80b67,0x2206,0x21fb
9,0x1f0f38,0x16d820,0x80008be8,0x13d12,0x63,0xdabb,0x50744,0x0,0x8c0e2,0x2209,0x23c2
10,0x2086bd,0x184991,0x80008be8,0x16049,0x6e,0xe76a,0x5074a,0x0,0x9764f,0x220c,0x2589
11,0x21fdd0,0x19baf3,0x80008be8,0x18387,0x79,0xf3f9,0x50752,0x0,0xa2bcb,0x220f,0x2751
12,0x23756b,0x1b2ce6,0x80008be8,0x1a6c5,0x84,0x100b7,0x5075a,0x0,0xae1a9,0x2212,0x2919
13,0x24ec26,0x1c9e3b,0x80008be8,0x1ca04,0x8f,0x10d52,0x50762,0x0,0xb970c,0x2215,0x2ae1
14,0x2663da,0x1e1041,0x80008be8,0x1ed40,0x9a,0x11a18,0x50768,0x0,0xc4cf5,0x2218,0x2ca9
15,0x27db97,0x1f81ff,0x80008be8,0x2107e,0xa5,0x126d8,0x5076e,0x0,0xd029c,0x221b,0x2e71
16,0x29539e,0x20f3c1,0x80008be8,0x233c0,0xb0,0x13394,0x50774,0x0,0xdb84b,0x221e,0x3039
17,0x2acb95,0x2265a0,0x80008be8,0x25700,0xbb,0x14068,0x5077a,0x0,0xe6dff,0x2221,0x3201
18,0x2c438e,0x23d76b,0x80008be8,0x27a40,0xc6,0x14d33,0x50780,0x0,0xf23a8,0x2224,0x33c9
19,0x2dbbcd,0x2549e6,0x80008be8,0x29d7e,0xd1,0x15a26,0x50786,0x0,0xfd9d9,0x2227,0x3591
20,0x2f3367,0x26bbd0,0x80008be8,0x2c0bf,0xdc,0x166f9,0x5078c,0x0,0x108f99,0x222a,0x3759
21,0x30ab0b,0x282d56,0x80008be8,0x2e3fd,0xe7,0x1739f,0x50794,0x0,0x114522,0x222d,0x3921
22,0x32223c,0x299eec,0x80008be8,0x30739,0xf2,0x18059,0x5079c,0x0,0x11faa7,0x2230,0x3ae9
23,0x339965,0x2b1024,0x80008be8,0x32a77,0xfd,0x18cf3,0x507a4,0x0,0x12afee,0x2233,0x3cb1
24,0x35105b,0x2c8162,0x80008be8,0x34db5,0x108,0x19983,0x507aa,0x0,0x136545,0x2236,0x3e79
25,0x36879f,0x2df2d1,0x80008be8,0x370f3,0x113,0x1a617,0x507b0,0x0,0x141ac9,0x2239,0x4041
26,0x37fe98,0x2f6410,0x80008be8,0x3942d,0x11e,0x1b2c0,0x507b6,0x0,0x14d008,0x223c,0x4209
27,0x39759f,0x30d5ad,0x80008be8,0x3b765,0x129,0x1bf68,0x507bc,0x0,0x1585a6,0x223f,0x43d1
28,0x3aed14,0x324730,0x80008be8,0x3daa7,0x134,0x1cc0e,0x507c2,0x0,0x163b2c,0x2242,0x4599
29,0x3c6460,0x33b8f1,0x80008be8,0x3fde3,0x13f,0x1d8d9,0x507c8,0x0,0x16f0cb,0x2245,0x4761
30,0x3ddc48,0x352b14,0x80008be8,0x4211b,0x14a,0x1e5b4,0x507ce,0x0,0x17a6bc,0x2248,0x4929
31,0x3f540f,0x369c88,0x80008be8,0x44459,0x155,0x1f259,0x507d6,0x0,0x185c34,0x224b,0x4af1
32,0x40cadc,0x380d95,0x80008be8,0x46793,0x160,0x1fee2,0x507de,0x0,0x191161,0x224e,0x4cb9
33,0x424299,0x397f71,0x80008be8,0x48acf,0x16b,0x20baa,0x507e6,0x0,0x19c71e,0x2251,0x4e81
34,0x43ba49,0x3af125,0x80008be8,0x4ae0c,0x176,0x2187b,0x507ec,0x0,0x1a7caa,0x2254,0x5049
35,0x453193,0x3c627d,0x80008be8,0x4d149,0x181,0x22525,0x507f2,0x0,0x1b3201,0x2257,0x5211
36,0x46a8ae,0x3dd39e,0x80008be8,0x4f488,0x18c,0x231b2,0x507f8,0x0,0x1be73e,0x225a,0x53d9
37,0x48201e,0x3f4524,0x80008be8,0x517c2,0x197,0x23e75,0x507fe,0x0,0x1c9caa,0x225d,0x55a1
38,0x4997c3,0x40b67a,0x80008be8,0x53b02,0x1a2,0x24b15,0x50804,0x0,0x1d5209,0x2260,0x5769
39,0x4b0f96,0x422818,0x80008be8,0x55e40,0x1ad,0x257b5,0x5080a,0x0,0x1e07b0,0x2263,0x5931
40,0x4c8792,0x4399dd,0x80008be8,0x58175,0x1b8,0x26468,0x50810,0x0,0x1ebd6b,0x2266,0x5af9
41,0x4dff65,0x450c05,0x80008be8,0x5a4b3,0x1c3,0x27158,0x50818,0x0,0x1f734c,0x2269,0x5cc1
42,0x4f76fb,0x467dbf,0x80008be8,0x5c7f1,0x1ce,0x27e0d,0x50820,0x0,0x2028fa,0x226c,0x5e89
43,0x50ef36,0x47f000,0x80008be8,0x5eb2d,0x1d9,0x28aff,0x50828,0x0,0x20def2,0x226f,0x6051
44,0x5266e9,0x496164,0x80008be8,0x60e6f,0x1e4,0x297a1,0x5082e,0x0,0x21945d,0x2272,0x6219
45,0x53de48,0x4ad2fc,0x80008be8,0x631ad,0x1ef,0x2a448,0x50834,0x0,0x2249f7,0x2275,0x63e1
46,0x5555bd,0x4c44e1,0x80008be8,0x654ec,0x1fa,0x2b126,0x5083a,0x0,0x22ffa7,0x2278,0x65a9
47,0x56cdfd,0x4db6f1,0x80008be8,0x6782a,0x205,0x2bdf8,0x50840,0x0,0x23b58e,0x227b,0x6771
48,0x5845d0,0x4f28ea,0x80008be8,0x69b66,0x210,0x2caca,0x50846,0x0,0x246b5e,0x227e,0x6939
49,0x59bdae,0x509aac,0x80008be8,0x6bea3,0x21b,0x2d786,0x5084c,0x0,0x25210d,0x2281,0x6b01
50,0x5b35c6,0x520cea,0x80008be8,0x6e1e1,0x226,0x2e464,0x50852,0x0,0x25d716,0x2284,0x6cc9
51,0x5cadca,0x537f41,0x80008be8,0x7051e,0x231,0x2f135,0x5085a,0x0,0x268d45,0x2287,0x6e91
52,0x5e24d3,0x54f0e0,0x80008be8,0x7285e,0x23c,0x2fddc,0x50862,0x0,0x2742e6,0x228a,0x7059
53,0x5f9c04,0x5662e0,0x80008be8,0x74b9a,0x247,0x30ab7,0x5086a,0x0,0x27f8b4,0x228d,0x7221
54,0x6113c0,0x57d4eb,0x80008be8,0x76ed9,0x252,0x31795,0x50870,0x0,0x28ae8a,0x2290,0x73e9
55,0x628b36,0x594693,0x80008be8,0x79215,0x25d,0x32445,0x50876,0x0,0x29642b,0x2293,0x75b1
56,0x6401f7,0x5ab821,0x80008be8,0x7b551,0x268,0x330e5,0x5087c,0x0,0x2a19c2,0x2296,0x7779
57,0x65794b,0x5c29e5,0x80008be8,0x7d88b,0x273,0x33dab,0x50882,0x0,0x2acf69,0x2299,0x7941
58,0x66f061,0x5d9ba9,0x80008be8,0x7fbc7,0x27e,0x34a6d,0x50888,0x0,0x2b8514,0x229c,0x7b09
59,0x68682d,0x5f0dae,0x80008be8,0x81f04,0x289,0x3573d,0x5088e,0x0,0x2c3af2,0x229f,0x7cd1
60,0x69df61,0x607f26,0x80008be8,0x84242,0x294,0x363f5,0x50894,0x0,0x2cf05b,0x22a2,0x7e99
61,0x6b576a,0x61f104,0x80008be8,0x8657b,0x29f,0x370b4,0x5089c,0x0,0x2da623,0x22a5,0x8061
62,0x6ccefe,0x63627a,0x80008be8,0x888b7,0x2aa,0x37d57,0x508a4,0x0,0x2e5b9f,0x22a8,0x8229
63,0x6e46f3,0x64d43e,0x80008be8,0x8abf1,0x2b5,0x38a1b,0x508ac,0x0,0x2f1148,0x22ab,0x83f1
64,0x6fbf2a,0x664688,0x80008be8,0x8cf2f,0x2c0,0x3970b,0x508b2,0x0,0x2fc74b,0x22ae,0x85b9
65,0x7136bb,0x67b7ec,0x80008be8,0x8f270,0x2cb,0x3a3b7,0x508b8,0x0,0x307cac,0x22b2,0x8781
66,0x72adc2,0x69292c,0x80008be8,0x915ac,0x2d6,0x3b058,0x508be,0x0,0x3131f4,0x22b6,0x8949
67,0x743bfa,0x6aa283,0x80008be8,0x94892,0x2eb,0x3be43,0x508c4,0x0,0x31fbb5,0x22b9,0x8b48
68,0x75c9ab,0x6c1bc4,0x80008be8,0x97b74,0x300,0x3cc28,0x508ca,0x0,0x32c566,0x22bc,0x8d47
69,0x77577a,0x6d951f,0x80008be8,0x9ae53,0x315,0x3da0e,0x508d0,0x0,0x338f30,0x22bf,0x8f46
70,0x78e4d1,0x6f0eb3,0x80008be8,0x9e12d,0x32a,0x3e7ed,0x508d6,0x0,0x34593a,0x22c2,0x9145
71,0x7a5c71,0x70803b,0x80008be8,0xa0469,0x335,0x3f4aa,0x508de,0x0,0x350eae,0x22c5,0x930d
72,0x7be905,0x71f91a,0x80008be8,0xa3743,0x34a,0x40263,0x508e6,0x0,0x35d829,0x22c8,0x950c
73,0x7d601a,0x736acb,0x80008be8,0xa5a81,0x355,0x40f21,0x508ee,0x0,0x368dc5,0x22cb,0x96d4
74,0x7ed724,0x74dc08,0x80008be8,0xa7dbd,0x360,0x41bb1,0x508f4,0x0,0x37431b,0x22ce,0x989c
75,0x804ec0,0x764dad,0x80008be8,0xaa0f9,0x36b,0x42869,0x508fa,0x0,0x37f8b1,0x22d1,0x9a64
76,0x81c662,0x77bf8c,0x80008be8,0xac438,0x376,0x4352b,0x50900,0x0,0x38ae77,0x22d4,0x9c2c
77,0x833d98,0x793106,0x80008be8,0xae776,0x381,0x441e6,0x50906,0x0,0x3963df,0x22d7,0x9df4
78,0x84b565,0x7aa2fe,0x80008be8,0xb0ab3,0x38c,0x44ebe,0x5090c,0x0,0x3a19a8,0x22da,0x9fbc
79,0x862d66,0x7c1531,0x80008be8,0xb2df2,0x397,0x45bb4,0x50912,0x0,0x3acf8e,0x22dd,0xa184
80,0x87a498,0x7d86b3,0x80008be8,0xb512f,0x3a2,0x4686f,0x50918,0x0,0x3b84fe,0x22e0,0xa34c
81,0x891be8,0x7ef83e,0x80008be8,0xb746e,0x3ad,0x47533,0x50920,0x0,0x3c3a6e,0x22e3,0xa514
82,0x8a92ec,0x80697d,0x80008be8,0xb97af,0x3b8,0x481c0,0x50928,0x0,0x3cefc9,0x22e6,0xa6dc
83,0x8c0a21,0x81daa5,0x80008be8,0xbbae5,0x3c3,0x48e5b,0x50930,0x0,0x3da4ff,0x22e9,0xa8a4
84,0x8d81a6,0x834c79,0x80008be8,0xbde26,0x3ce,0x49b32,0x50936,0x0,0x3e5aa5,0x22ec,0xaa6c
85,0x8ef93a,0x84be49,0x80008be8,0xc0164,0x3d9,0x4a7ed,0x5093c,0x0,0x3f1063,0x22ef,0xac34
86,0x9070dc,0x862ffa,0x80008be8,0xc24a2,0x3e4,0x4b4a5,0x50942,0x0,0x3fc605,0x22f2,0xadfc
87,0x91e878,0x87a1a7,0x80008be8,0xc47e3,0x3ef,0x4c17b,0x50948,0x0,0x407b85,0x22f5,0xafc4
88,0x9360af,0x8913de,0x80008be8,0xc6b23,0x3fa,0x4ce53,0x5094e,0x0,0x41318d,0x22f8,0xb18c
89,0x94d8de,0x8a85d5,0x80008be8,0xc8e62,0x405,0x4db3b,0x50954,0x0,0x41e745,0x22fb,0xb354
90,0x965072,0x8bf780,0x80008be8,0xcb1a2,0x410,0x4e7f0,0x5095a,0x0,0x429ce4,0x22fe,0xb51c
91,0x97c7de,0x8d691c,0x80008be8,0xcd4de,0x41b,0x4f4b4,0x50962,0x0,0x435265,0x2301,0xb6e4
