iter,mcycle,minstret,pc,hpmcounter3,hpmcounter4,hpmcounter5,hpmcounter6,hpmcounter7,hpmcounter8,hpmcounter9,hpmcounter10
0,0x11daee,0x9d8e4,0x80008be8,0x26,0x0,0x681c,0x506f2,0x0,0x25df4,0x21e8,0x13c2
1,0x1353b3,0xb4ab2,0x80008be8,0x2361,0xb,0x74db,0x506fa,0x0,0x313ae,0x21ef,0x1589
2,0x14d18d,0xcb2f7,0x80008be8,0x556a,0x20,0x823f,0x50702,0x0,0x3d276,0x21f2,0x1767
3,0x165001,0xe1d2a,0x80008be8,0x8784,0x35,0x8f97,0x5070a,0x0,0x49286,0x21f5,0x1949
4,0x17d0b5,0xf89d1,0x80008be8,0xb9b9,0x4a,0x9d1c,0x50710,0x0,0x5542b,0x21f8,0x1b2f
5,0x19538b,0x10f8c2,0x80008be8,0xec09,0x5f,0xaaa7,0x50716,0x0,0x61762,0x21fb,0x1d19
6,0x1ad8aa,0x126957,0x80008be8,0x11e72,0x74,0xb84e,0x5071c,0x0,0x6db6f,0x21fe,0x1f07
7,0x1c5fe7,0x13dcbf,0x80008be8,0x150f2,0x89,0xc617,0x50722,0x0,0x7a17b,0x2201,0x20f9
8,0x1de964,0x15524a,0x80008be8,0x1838d,0x9e,0xd3fc,0x50728,0x0,0x868dc,0x2204,0x22ef
9,0x1f60b8,0x16c355,0x80008be8,0x1a6c1,0xa9,0xe080,0x5072e,0x0,0x91e0e,0x2207,0x24b6
10,0x20d8b9,0x183597,0x80008be8,0x1c9f7,0xb4,0xed63,0x50734,0x0,0x9d418,0x220a,0x267d
11,0x2250c5,0x19a768,0x80008be8,0x1ed31,0xbf,0xfa3b,0x5073c,0x0,0xa89ba,0x220d,0x2845
12,0x23c8e5,0x1b1928,0x80008be8,0x21070,0xca,0x10703,0x50744,0x0,0xb3f5b,0x2210,0x2a0d
13,0x25407c,0x1c8b10,0x80008be8,0x233ad,0xd5,0x113cb,0x5074c,0x0,0xbf524,0x2213,0x2bd5
14,0x26b82e,0x1dfd16,0x80008be8,0x256ea,0xe0,0x12097,0x50752,0x0,0xcab07,0x2216,0x2d9d
15,0x282fd0,0x1f6ef1,0x80008be8,0x27a28,0xeb,0x12d62,0x50758,0x0,0xd60c0,0x2219,0x2f65
16,0x29a76a,0x20e0d2,0x80008be8,0x29d67,0xf6,0x13a2d,0x5075e,0x0,0xe167f,0x221c,0x312d
17,0x2b1e36,0x22522b,0x80008be8,0x2c0a1,0x101,0x146c1,0x50764,0x0,0xecbed,0x221f,0x32f5
18,0x2c95b7,0x23c3ea,0x80008be8,0x2e3dd,0x10c,0x15379,0x5076a,0x0,0xf819d,0x2222,0x34bd
19,0x2e0ce4,0x25354c,0x80008be8,0x30719,0x117,0x1601e,0x50770,0x0,0x103703,0x2225,0x3685
20,0x2f84a6,0x26a70e,0x80008be8,0x32a59,0x122,0x16cfa,0x50776,0x0,0x10ec92,0x2228,0x384d
21,0x30fc0e,0x28191c,0x80008be8,0x34d96,0x12d,0x179dc,0x5077e,0x0,0x11a267,0x222b,0x3a15
