t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error,lambda_k
1,0,5.787636,0.893871,0.893871,0,0,63.611138,1,4180483.2241,851792.6895,4725999.6931,4180483.8852,851790.4574,4726000.1391,5.4374,1.000000
2,0,6.880123,0.942427,0.918149,0,0,73.205792,1,4180482.1213,851796.7821,4725998.6284,4180483.1551,851790.3086,4726000.8072,10.3728,1.000000
3,0,16.825696,7.237968,3.024755,0,0,75.173785,1,4180478.4300,851790.4730,4725997.4801,4180482.4250,851790.1598,4726001.4754,10.7133,1.000000
4,0,19.192128,4.388553,3.365705,0,0,71.358176,1,4180480.8433,851792.0838,4726003.5341,4180481.6948,851790.0111,4726002.1435,12.5975,1.000000
5,0,12.870601,4.052581,3.503080,0,0,65.515268,1,4180484.8138,851795.0279,4726006.4849,4180480.9647,851789.8623,4726002.8117,14.3050,1.000000
6,0,10.235128,0.973029,3.081405,0,0,59.581536,1,4180485.9967,851794.6538,4726004.4077,4180480.2346,851789.7135,4726003.4798,9.2785,1.000000
7,0,6.336906,1.007591,2.785146,0,0,54.217664,1,4180485.5531,851793.2235,4726004.3256,4180479.5045,851789.5648,4726004.1480,4.6723,1.000000
8,0,5.519540,0.447733,2.492969,0,0,49.554253,1,4180487.0419,851793.4292,4726003.6003,4180478.7744,851789.4160,4726004.8161,11.9285,1.000000
9,0,12.432517,4.679594,2.735927,0,0,45.544164,1,4180484.5264,851796.0565,4726003.9275,4180478.0442,851789.2672,4726005.4843,12.2265,1.000000
10,0,9.146225,1.295892,2.591924,0,0,42.095053,1,4180483.6737,851795.3701,4726006.3787,4180477.3141,851789.1185,4726006.1525,7.7627,1.000000
11,0,10.649774,3.111005,2.813637,0,0,39.114046,1,4180482.6276,851793.2705,4726005.9816,4180476.5840,851788.9697,4726006.8206,5.6810,1.000000
12,0,13.481491,3.568091,3.076204,0,0,36.520552,1,4180480.6670,851791.7759,4726008.8000,4180475.8539,851788.8209,4726007.4888,8.8864,1.000000
