iter,mcycle,minstret,pc,hpmcounter3,hpmcounter4,hpmcounter5,hpmcounter6,hpmcounter7,hpmcounter8,hpmcounter9,hpmcounter10
0,0x11b93c,0x9c516,0x80008aa2,0x26,0x0,0x18c,0x4f78c,0x43ee,0x25daf,0x21de,0x0
1,0x13a6a1,0xb9e2f,0x80008aa2,0x3a26,0xc,0x26b,0x4f794,0xb388,0x350bd,0x21e6,0x0
2,0x1596d1,0xd7ad3,0x80008aa2,0x7543,0x21,0x325,0x4f79c,0x123b2,0x445f9,0x21e9,0x0
3,0x1788cf,0xf5924,0x80008aa2,0xb07d,0x36,0x3dc,0x4f7a4,0x1944a,0x53c46,0x21ec,0x0
4,0x197d53,0x1139dd,0x80008aa2,0xebd0,0x4b,0x499,0x4f7aa,0x20550,0x6342e,0x21ef,0x0
5,0x1b73e8,0x131d06,0x80008aa2,0x12740,0x60,0x555,0x4f7b0,0x276c0,0x72dad,0x21f2,0x0
6,0x1d6cd4,0x150216,0x80008aa2,0x162cf,0x75,0x61c,0x4f7b6,0x2e8a4,0x82871,0x21f6,0x0
7,0x1f66f8,0x16e8cb,0x80008aa2,0x19e75,0x8a,0x6c4,0x4f7bc,0x35aef,0x92412,0x21f9,0x0
8,0x21637a,0x18d219,0x80008aa2,0x1da3a,0x9f,0x773,0x4f7c2,0x3cdaa,0xa219c,0x21fc,0x0
9,0x2361c0,0x1abcde,0x80008aa2,0x21614,0xb4,0x826,0x4f7c8,0x440cd,0xb1fe5,0x21ff,0x0
10,0x256269,0x1caa2f,0x80008aa2,0x25209,0xc9,0x8db,0x4f7ce,0x4b45e,0xc1fe8,0x2202,0x0
11,0x276523,0x1e9994,0x80008aa2,0x28e1e,0xde,0x98f,0x4f7d6,0x5285c,0xd2143,0x2205,0x0
12,0x296822,0x208935,0x80008aa2,0x2ca39,0xf3,0xa42,0x4f7de,0x59c61,0xe22d8,0x2208,0x0
13,0x2b6ae2,0x227871,0x80008aa2,0x30650,0x108,0xb08,0x4f7e6,0x6105f,0xf23fc,0x220b,0x0
14,0x2d6de4,0x246875,0x80008aa2,0x3426c,0x11d,0xbb7,0x4f7ec,0x6845e,0x1025cd,0x220e,0x0
15,0x2f70e1,0x2657c4,0x80008aa2,0x37e84,0x132,0xc76,0x4f7f2,0x6f85f,0x11270e,0x2211,0x0
16,0x317391,0x2846d6,0x80008aa2,0x3ba98,0x147,0xd29,0x4f7f8,0x76c64,0x122818,0x2214,0x0
17,0x3376a4,0x2a3688,0x80008aa2,0x3f6ae,0x15c,0xddf,0x4f7fe,0x7e063,0x132983,0x2217,0x0
18,0x3579e8,0x2c2651,0x80008aa2,0x432c4,0x171,0xe96,0x4f804,0x85468,0x142b0d,0x221a,0x0
19,0x377d4e,0x2e1643,0x80008aa2,0x46eda,0x186,0xf52,0x4f80a,0x8c86f,0x152ca4,0x221d,0x0
20,0x3980d1,0x30064a,0x80008aa2,0x4aaf0,0x19b,0x1016,0x4f810,0x93c75,0x162e56,0x2220,0x0
21,0x3b837e,0x31f563,0x80008aa2,0x4e708,0x1b0,0x10da,0x4f818,0x9b07a,0x172f5e,0x2223,0x0
22,0x3d8664,0x33e4c2,0x80008aa2,0x52321,0x1c5,0x118e,0x4f820,0xa247d,0x18308a,0x2226,0x0
23,0x3f8964,0x35d447,0x80008aa2,0x55f3c,0x1da,0x124c,0x4f828,0xa9880,0x1931f4,0x2229,0x0
24,0x418c36,0x37c3cd,0x80008aa2,0x59b55,0x1ef,0x1304,0x4f82e,0xb0c81,0x1a3364,0x222c,0x0
25,0x438e91,0x39b2f1,0x80008aa2,0x5d76e,0x204,0x13ae,0x4f834,0xb8085,0x1b3487,0x222f,0x0
26,0x45917e,0x3ba21d,0x80008aa2,0x61385,0x219,0x1465,0x4f83a,0xbf48d,0x1c3599,0x2232,0x0
27,0x479447,0x3d916d,0x80008aa2,0x64f9e,0x22e,0x1517,0x4f840,0xc6896,0x1d36d1,0x2235,0x0
28,0x4996e0,0x3f807c,0x80008aa2,0x68bb6,0x243,0x15c8,0x4f846,0xcdc9a,0x1e37d7,0x2238,0x0
29,0x4b99eb,0x417027,0x80008aa2,0x6c7ce,0x258,0x1680,0x4f84c,0xd509d,0x1f394d,0x223b,0x0
30,0x4d9d52,0x436034,0x80008aa2,0x703e8,0x26d,0x1738,0x4f852,0xdc4a4,0x203b13,0x223e,0x0
31,0x4fa071,0x454fa1,0x80008aa2,0x74000,0x282,0x17f2,0x4f85a,0xe38ab,0x213c6a,0x2241,0x0
32,0x51a32e,0x473e8d,0x80008aa2,0x77c1a,0x297,0x18b6,0x4f862,0xeacb1,0x223d56,0x2244,0x0
33,0x53a5d9,0x492e37,0x80008aa2,0x7b832,0x2ac,0x195c,0x4f86a,0xf20b4,0x233ed8,0x2247,0x0
34,0x55a942,0x4b1e6d,0x80008aa2,0x7f44a,0x2c1,0x1a15,0x4f870,0xf94bb,0x2440ae,0x224a,0x0
35,0x57ac2f,0x4d0da5,0x80008aa2,0x83061,0x2d6,0x1acc,0x4f876,0x1008be,0x2541cb,0x224d,0x0
36,0x59af9a,0x4efd5b,0x80008aa2,0x86c7a,0x2eb,0x1b84,0x4f87c,0x107ccb,0x26434e,0x2250,0x0
37,0x5bb2aa,0x50ed10,0x80008aa2,0x8a891,0x300,0x1c3e,0x4f882,0x10f0ce,0x2744cd,0x2253,0x0
38,0x5db573,0x52dc5a,0x80008aa2,0x8e4aa,0x315,0x1cef,0x4f888,0x1164d6,0x284609,0x2256,0x0
39,0x5fb8f5,0x54cc38,0x80008aa2,0x920c5,0x32a,0x1db3,0x4f88e,0x11d8de,0x2947af,0x2259,0x0
40,0x61bc11,0x56bbe3,0x80008aa2,0x95cda,0x33f,0x1e6a,0x4f894,0x124ce2,0x2a4942,0x225c,0x0
41,0x63bf8f,0x58abe5,0x80008aa2,0x998f3,0x354,0x1f2c,0x4f89c,0x12c0e5,0x2b4af6,0x225f,0x0
42,0x65c232,0x5a9b83,0x80008aa2,0x9d50b,0x369,0x1fd7,0x4f8a4,0x1334ee,0x2c4c8d,0x2262,0x0
43,0x67c515,0x5c8af3,0x80008aa2,0xa1125,0x37e,0x2095,0x4f8ac,0x13a8f7,0x2d4dd5,0x2265,0x0
44,0x69c7ae,0x5e7a3c,0x80008aa2,0xa4d3c,0x393,0x2133,0x4f8b2,0x141cfb,0x2e4f1b,0x2268,0x0
45,0x6bc9f9,0x606914,0x80008aa2,0xa8956,0x3a8,0x21dd,0x4f8b8,0x149101,0x2f5001,0x226b,0x0
46,0x6dccb5,0x6258a3,0x80008aa2,0xac570,0x3bd,0x2286,0x4f8be,0x150507,0x30515e,0x226e,0x0
47,0x6fd00f,0x644883,0x80008aa2,0xb018a,0x3d2,0x233d,0x4f8c4,0x157911,0x3152f6,0x2271,0x0
48,0x71d2ed,0x66384b,0x80008aa2,0xb3da4,0x3e7,0x23f5,0x4f8ca,0x15ed17,0x325484,0x2274,0x0
49,0x73d63a,0x6827c9,0x80008aa2,0xb79c0,0x3fc,0x24be,0x4f8d0,0x166120,0x3355ec,0x2277,0x0
50,0x75d9bf,0x6a1793,0x80008aa2,0xbb5dc,0x411,0x2589,0x4f8d6,0x16d520,0x345779,0x227a,0x0
51,0x77dd3f,0x6c079c,0x80008aa2,0xbf1f4,0x426,0x2647,0x4f8de,0x174924,0x35594a,0x227d,0x0
52,0x79e097,0x6df70e,0x80008aa2,0xc2e0c,0x43b,0x270d,0x4f8e6,0x17bd2b,0x365aa5,0x2280,0x0
53,0x7be3ae,0x6fe66f,0x80008aa2,0xc6a21,0x450,0x27c6,0x4f8ee,0x183129,0x375bdd,0x2283,0x0
54,0x7de6e1,0x71d626,0x80008aa2,0xca639,0x465,0x2882,0x4f8f4,0x18a526,0x385d51,0x2286,0x0
55,0x7fe9d2,0x73c5ec,0x80008aa2,0xce24e,0x47a,0x2934,0x4f8fa,0x191922,0x395ef7,0x2289,0x0
56,0x81ecab,0x75b551,0x80008aa2,0xd1e65,0x48f,0x29f3,0x4f900,0x198d1e,0x3a604c,0x228c,0x0
57,0x83ef8a,0x77a50f,0x80008aa2,0xd5a7e,0x4a4,0x2aa1,0x4f906,0x1a011c,0x3b61d0,0x228f,0x0
58,0x85f291,0x7994ba,0x80008aa2,0xd9695,0x4b9,0x2b46,0x4f90c,0x1a751d,0x3c6355,0x2292,0x0
59,0x87f539,0x7b8425,0x80008aa2,0xdd2ab,0x4ce,0x2bf7,0x4f912,0x1ae919,0x3d64a4,0x2295,0x0
60,0x89f86d,0x7d73c2,0x80008aa2,0xe0ec3,0x4e3,0x2cb0,0x4f918,0x1b5d1f,0x3e6606,0x2298,0x0
61,0x8bfb34,0x7f6322,0x80008aa2,0xe4ad9,0x4f8,0x2d60,0x4f920,0x1bd11a,0x3f6748,0x229b,0x0
62,0x8dfe1b,0x8152b2,0x80008aa2,0xe86ec,0x50d,0x2e0e,0x4f928,0x1c4513,0x4068bc,0x229e,0x0
63,0x900124,0x83424f,0x80008aa2,0xec303,0x522,0x2ebe,0x4f930,0x1cb90d,0x416a35,0x22a1,0x0
64,0x920410,0x85322f,0x80008aa2,0xeff18,0x537,0x2f65,0x4f936,0x1d2d09,0x426bc4,0x22a4,0x0
65,0x940662,0x872146,0x80008aa2,0xf3b32,0x54c,0x300a,0x4f93c,0x1da103,0x436cd6,0x22a7,0x0
66,0x960918,0x891090,0x80008aa2,0xf774c,0x561,0x30b3,0x4f942,0x1e1508,0x446dfc,0x22aa,0x0
67,0x980c7d,0x8b0094,0x80008aa2,0xfb366,0x576,0x317a,0x4f948,0x1e890b,0x456fae,0x22ad,0x0
68,0x9a0ffc,0x8cf05b,0x80008aa2,0xfef80,0x58b,0x3234,0x4f94e,0x1efd13,0x467130,0x22b0,0x0
69,0x9c133d,0x8ee08e,0x80008aa2,0x102b98,0x5a0,0x32df,0x4f954,0x1f7112,0x477306,0x22b3,0x0
70,0x9e1607,0x90cfb1,0x80008aa2,0x1067b1,0x5b5,0x3388,0x4f95a,0x1fe513,0x48741b,0x22b6,0x0
71,0xa018b1,0x92beeb,0x80008aa2,0x10a3c9,0x5ca,0x342f,0x4f962,0x205913,0x49754e,0x22b9,0x0
72,0xa21bc9,0x94ae58,0x80008aa2,0x10dfe4,0x5df,0x34ec,0x4f96a,0x20cd0b,0x4a769b,0x22bc,0x0
73,0xa41e7e,0x969d8c,0x80008aa2,0x111bfe,0x5f4,0x35a1,0x4f972,0x21410f,0x4b77c2,0x22bf,0x0
74,0xa621e4,0x988d8f,0x80008aa2,0x115815,0x609,0x3651,0x4f978,0x21b50c,0x4c7969,0x22c2,0x0
75,0xa824cf,0x9a7ceb,0x80008aa2,0x11942b,0x61e,0x3707,0x4f97e,0x22290e,0x4d7aaf,0x22c5,0x0
76,0xaa2804,0x9c6c50,0x80008aa2,0x11d043,0x633,0x37bb,0x4f984,0x229d16,0x4e7bef,0x22c8,0x0
77,0xac2abf,0x9e5b63,0x80008aa2,0x120c5d,0x648,0x3867,0x4f98a,0x231121,0x4f7cfd,0x22cb,0x0
78,0xae2de6,0xa04aca,0x80008aa2,0x124874,0x65d,0x3921,0x4f990,0x238527,0x507e30,0x22ce,0x0
79,0xb0312a,0xa23a6c,0x80008aa2,0x12848e,0x672,0x39d3,0x4f996,0x23f92b,0x517fa9,0x22d1,0x0
80,0xb233f7,0xa42a0b,0x80008aa2,0x12c0a4,0x687,0x3a74,0x4f99c,0x246d29,0x52811d,0x22d4,0x0
81,0xb436e4,0xa61945,0x80008aa2,0x12fcb7,0x69c,0x3b29,0x4f9a4,0x24e12c,0x53823e,0x22d7,0x0
82,0xb63a6c,0xa808c9,0x80008aa2,0x1338ce,0x6b1,0x3beb,0x4f9ac,0x255534,0x54838f,0x22da,0x0
83,0xb83d16,0xa9f836,0x80008aa2,0x1374e5,0x6c6,0x3ca1,0x4f9b4,0x25c935,0x5584dd,0x22dd,0x0
84,0xba4037,0xabe80c,0x80008aa2,0x13b0fe,0x6db,0x3d53,0x4f9ba,0x263d35,0x56867b,0x22e0,0x0
85,0xbc42e9,0xadd769,0x80008aa2,0x13ed16,0x6f0,0x3dfe,0x4f9c0,0x26b140,0x5787c5,0x22e3,0x0
86,0xbe4618,0xafc71e,0x80008aa2,0x14292d,0x705,0x3eb2,0x4f9c6,0x272548,0x58894b,0x22e6,0x0
87,0xc04920,0xb1b6c4,0x80008aa2,0x146544,0x71a,0x3f71,0x4f9cc,0x279948,0x598ad8,0x22e9,0x0
88,0xc24bc4,0xb3a614,0x80008aa2,0x14a15d,0x72f,0x4018,0x4f9d2,0x280d4d,0x5a8c08,0x22ec,0x0
89,0xc44ed1,0xb5957e,0x80008aa2,0x14dd7a,0x744,0x40d6,0x4f9d8,0x288154,0x5b8d5d,0x22ef,0x0
90,0xc651d6,0xb78527,0x80008aa2,0x151993,0x759,0x4193,0x4f9de,0x28f550,0x5c8ec8,0x22f2,0x0
91,0xc854a8,0xb9744b,0x80008aa2,0x1555a7,0x76e,0x424b,0x4f9e6,0x29694f,0x5d8fee,0x22f5,0x0
92,0xca573b,0xbb6367,0x80008aa2,0x1591c5,0x783,0x42f9,0x4f9ee,0x29dd53,0x5e90f5,0x22f8,0x0
93,0xcc5a0a,0xbd5317,0x80008aa2,0x15cdde,0x798,0x43ab,0x4f9f6,0x2a5154,0x5f9266,0x22fb,0x0
94,0xce5d53,0xbf42bc,0x80008aa2,0x1609fa,0x7ad,0x445d,0x4f9fc,0x2ac55b,0x6093d8,0x22fe,0x0
95,0xd06096,0xc13272,0x80008aa2,0x164614,0x7c2,0x4516,0x4fa02,0x2b3961,0x61954b,0x2301,0x0
96,0xd26365,0xc321b0,0x80008aa2,0x16822d,0x7d7,0x45ca,0x4fa08,0x2bad62,0x629678,0x2304,0x0
97,0xd46644,0xc51127,0x80008aa2,0x16be46,0x7ec,0x467a,0x4fa0e,0x2c2163,0x6397d8,0x2307,0x0
